34302	hz_airy_points	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_airy_points.log
34303	hz_airy_points_filtered	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_airy_points_filtered.log
34304	hz_airy_points_for_elevation	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_airy_points_for_elevation.log
34305	hz_fast_lio_cloud_registered	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_fast_lio_cloud_registered.log
34306	hz_odom	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_odom.log
34307	hz_hdl_bootstrap_odom	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_hdl_bootstrap_odom.log
34308	hz_pose	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_pose.log
34309	hz_pcl_pose	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_pcl_pose.log
34310	hz_robot_realpose	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_robot_realpose.log
34311	hz_tf	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/hz_tf.log
34312	bw_airy_points	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/bw_airy_points.log
34313	bw_airy_points_filtered	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/bw_airy_points_filtered.log
34314	tf_echo_map_odom	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_echo_map_odom.log
34315	tf_echo_map_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_echo_map_base_footprint.log
34316	tf_echo_odom_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_echo_odom_base_footprint.log
34317	tf_echo_map_ground_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_echo_map_ground_base_footprint.log
34318	tf_monitor_map_odom	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_monitor_map_odom.log
34319	tf_monitor_map_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_monitor_map_base_footprint.log
34321	tf_monitor_odom_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_monitor_odom_base_footprint.log
34334	tf_monitor_map_ground_base_footprint	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tf_monitor_map_ground_base_footprint.log
34335	echo_rosout	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/echo_rosout.log
34337	echo_initialpose	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/echo_initialpose.log
34339	echo_hdl_relocalize_prior	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/echo_hdl_relocalize_prior.log
34340	echo_diagnostics	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/echo_diagnostics.log
34341	tail_start_navigation	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tail_start_navigation.log
34342	tail_ros_node_logs	/home/ubuntu/humanoid_ws/debug_monitor/live_20260524_165253/tail_ros_node_logs.log
