wall_time,ros_time,msg_stamp,has_converged,matching_error,inlier_fraction,relative_x,relative_y,relative_z,relative_yaw
7.386083,1778662866.542491,1778662866.376575,1,0.050759,0.950865,0.039229,0.165861,0.028913,-0.068765
7.486804,1778662866.643212,1778662866.477120,1,0.049918,0.951387,0.032512,0.162907,0.029093,-0.068437
7.592191,1778662866.748604,1778662866.576816,1,0.050929,0.951137,0.036773,0.159008,0.030236,-0.068169
7.703142,1778662866.859554,1778662866.677207,1,0.050534,0.952209,0.043929,0.166295,0.029882,-0.068511
7.787266,1778662866.943694,1778662866.776963,1,0.050910,0.951251,0.048134,0.164578,0.028606,-0.068112
7.892520,1778662867.048937,1778662866.876594,1,0.050848,0.951528,0.046765,0.165296,0.029575,-0.067900
8.010989,1778662867.167400,1778662866.977096,1,0.050512,0.951266,0.047430,0.166565,0.029871,-0.068270
8.081815,1778662867.238226,1778662867.076584,1,0.050366,0.951788,0.046356,0.168792,0.030544,-0.068779
8.200388,1778662867.356800,1778662867.176610,1,0.051040,0.951831,0.041853,0.166536,0.028883,-0.067720
8.289607,1778662867.446019,1778662867.281353,1,0.054420,0.947597,0.044533,0.161711,0.032223,-0.068832
8.397420,1778662867.553830,1778662867.376971,1,0.051496,0.949961,0.045307,0.163968,0.028623,-0.068174
8.506570,1778662867.662985,1778662867.476619,1,0.050175,0.951524,0.041773,0.163456,0.032246,-0.068426
8.579475,1778662867.735885,1778662867.576604,1,0.050100,0.951901,0.040389,0.164260,0.030306,-0.067713
8.686625,1778662867.843035,1778662867.676890,1,0.049620,0.951177,0.042871,0.167831,0.030207,-0.067681
8.789409,1778662867.945824,1778662867.776642,1,0.050323,0.951224,0.042045,0.164917,0.028070,-0.068555
8.907663,1778662868.064075,1778662867.876668,1,0.050559,0.951020,0.045112,0.165821,0.030590,-0.068875
8.986647,1778662868.143056,1778662867.976635,1,0.050275,0.951156,0.043558,0.166936,0.029150,-0.067769
9.086352,1778662868.242761,1778662868.076609,1,0.050692,0.951260,0.043098,0.165854,0.028046,-0.068722
9.196610,1778662868.353021,1778662868.176641,1,0.050759,0.951091,0.043334,0.164176,0.029611,-0.068729
9.299450,1778662868.455877,1778662868.281287,1,0.054098,0.947572,0.041026,0.164780,0.035282,-0.068336
9.411350,1778662868.567758,1778662868.377080,1,0.050653,0.950478,0.045194,0.163822,0.028922,-0.068449
9.484592,1778662868.641002,1778662868.476670,1,0.050760,0.950455,0.050569,0.161660,0.028330,-0.069184
9.582431,1778662868.738845,1778662868.576650,1,0.050428,0.951303,0.043201,0.161889,0.028074,-0.068099
9.688499,1778662868.844909,1778662868.676827,1,0.050485,0.951038,0.040603,0.149957,0.029058,-0.067987
9.796544,1778662868.952955,1778662868.776645,1,0.050174,0.951624,0.035206,0.158983,0.031439,-0.068340
9.883258,1778662869.039672,1778662868.876737,1,0.050272,0.951620,0.036743,0.159207,0.029239,-0.068266
9.984339,1778662869.140751,1778662868.976629,1,0.050041,0.951176,0.037638,0.157717,0.026173,-0.067986
10.096131,1778662869.252541,1778662869.076662,1,0.051528,0.949609,0.040836,0.161366,0.029015,-0.068507
10.195775,1778662869.352196,1778662869.176658,1,0.050979,0.949522,0.035487,0.159530,0.030341,-0.068174
10.299367,1778662869.455776,1778662869.281240,1,0.053886,0.948290,0.041214,0.161148,0.034125,-0.069073
