wall_time,stamp,accepted,keyframe_id,sc_distance,gicp_fitness,best_x,best_y,best_z,best_yaw_deg,odom_x,odom_y,odom_z,odom_yaw_deg,error_xy,error_z,error_yaw_deg,cloud_frame_mode,raw_json
1779713778.702965,1779710000.0,False,145,2.5034e-06,0,-8.5356,0.134198,3.57928,178.591,-8.485555,0.138797,3.606618,10.240,0.050256,0.027338,168.351,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-8.5356,""y"":0.134198,""z"":3.57928,""yaw_deg"":178.591},""candidates"":[{""keyframe_id"":145,""distance"":2.5034e-06,""yaw_deg"":140,""x"":-8.5356,""y"":0.134198},{""keyframe_id"":144,""distance"":3.02196e-05,""yaw_deg"":140,""x"":-9.10511,""y"":0.131694},{""keyframe_id"":149,""distance"":0.000100851,""yaw_deg"":140,""x"":-8.16897,""y"":0.116573},{""keyframe_id"":151,""distance"":0.00013721,""yaw_deg"":140,""x"":-8.15837,""y"":0.120489},{""keyframe_id"":97,""distance"":0.000199497,""yaw_deg"":140,""x"":-6.56283,""y"":0.125531}]}"
1779713780.722453,1779710000.0,False,436,0.000371595,0,17.8154,-0.113826,-5.04547,-4.13981,-8.211220,0.116957,3.628493,0.925,26.027643,8.673963,5.065,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":17.8154,""y"":-0.113826,""z"":-5.04547,""yaw_deg"":-4.13981},""candidates"":[{""keyframe_id"":436,""distance"":0.000371595,""yaw_deg"":156,""x"":17.8154,""y"":-0.113826},{""keyframe_id"":96,""distance"":0.00898993,""yaw_deg"":128,""x"":-6.60619,""y"":0.130059},{""keyframe_id"":149,""distance"":0.0142822,""yaw_deg"":0,""x"":-8.16897,""y"":0.116573},{""keyframe_id"":151,""distance"":0.0186557,""yaw_deg"":0,""x"":-8.15837,""y"":0.120489},{""keyframe_id"":147,""distance"":0.025028,""yaw_deg"":0,""x"":-8.20916,""y"":0.113653}]}"
1779713782.712520,1779710000.0,False,99,2.70009e-05,0,-6.09965,0.0806737,2.0602,178.925,-8.155026,0.118093,3.653282,0.864,2.055717,1.593082,178.061,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-6.09965,""y"":0.0806737,""z"":2.0602,""yaw_deg"":178.925},""candidates"":[{""keyframe_id"":99,""distance"":2.70009e-05,""yaw_deg"":148,""x"":-6.09965,""y"":0.0806737},{""keyframe_id"":144,""distance"":0.000540674,""yaw_deg"":148,""x"":-9.10511,""y"":0.131694},{""keyframe_id"":96,""distance"":0.00175202,""yaw_deg"":156,""x"":-6.60619,""y"":0.130059},{""keyframe_id"":145,""distance"":0.00374135,""yaw_deg"":152,""x"":-8.5356,""y"":0.134198},{""keyframe_id"":224,""distance"":0.00776672,""yaw_deg"":140,""x"":6.59788,""y"":-0.192565}]}"
1779713784.721426,1779710000.0,False,336,0,0,6.45536,0.0639639,-6.3546,176.559,-6.946222,0.097699,3.577426,-0.721,13.401624,9.932026,177.280,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":6.45536,""y"":0.0639639,""z"":-6.3546,""yaw_deg"":176.559},""candidates"":[{""keyframe_id"":336,""distance"":0,""yaw_deg"":148,""x"":6.45536,""y"":0.0639639},{""keyframe_id"":280,""distance"":6.87838e-05,""yaw_deg"":140,""x"":8.81882,""y"":-0.146394},{""keyframe_id"":224,""distance"":0.000268877,""yaw_deg"":140,""x"":6.59788,""y"":-0.192565},{""keyframe_id"":278,""distance"":0.000785708,""yaw_deg"":140,""x"":9.11949,""y"":-0.142819},{""keyframe_id"":277,""distance"":0.00220817,""yaw_deg"":140,""x"":9.23942,""y"":-0.141079}]}"
1779713786.713000,1779710000.0,False,367,0,0,11.5884,-0.0810282,-5.268,-1.93803,-5.343204,0.063168,3.536370,1.799,16.932218,8.804370,3.737,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":11.5884,""y"":-0.0810282,""z"":-5.268,""yaw_deg"":-1.93803},""candidates"":[{""keyframe_id"":367,""distance"":0,""yaw_deg"":148,""x"":11.5884,""y"":-0.0810282},{""keyframe_id"":59,""distance"":0,""yaw_deg"":148,""x"":0.32395,""y"":-0.0124814},{""keyframe_id"":62,""distance"":0,""yaw_deg"":148,""x"":0.316294,""y"":-0.0257831},{""keyframe_id"":65,""distance"":0,""yaw_deg"":148,""x"":0.312552,""y"":-0.0188219},{""keyframe_id"":63,""distance"":0,""yaw_deg"":148,""x"":0.313285,""y"":-0.0213668}]}"
1779713788.706315,1779710000.0,False,65,0,0,0.312552,-0.0188219,-0.980374,-2.88308,-3.938403,0.045462,3.803635,10.242,4.251441,4.784009,13.125,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":0.312552,""y"":-0.0188219,""z"":-0.980374,""yaw_deg"":-2.88308},""candidates"":[{""keyframe_id"":65,""distance"":0,""yaw_deg"":148,""x"":0.312552,""y"":-0.0188219},{""keyframe_id"":62,""distance"":0,""yaw_deg"":148,""x"":0.316294,""y"":-0.0257831},{""keyframe_id"":164,""distance"":0,""yaw_deg"":148,""x"":-1.82734,""y"":-0.00339668},{""keyframe_id"":68,""distance"":0.0125144,""yaw_deg"":200,""x"":-0.426324,""y"":0.0053344},{""keyframe_id"":158,""distance"":0.0151854,""yaw_deg"":0,""x"":-4.07166,""y"":0.047306}]}"
1779713790.715635,1779710000.0,False,162,0,0,-2.60771,0.0178914,4.06796,175.915,-2.583606,0.024227,4.048884,177.782,0.024922,0.019076,1.867,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-2.60771,""y"":0.0178914,""z"":4.06796,""yaw_deg"":175.915},""candidates"":[{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":164,""distance"":0,""yaw_deg"":148,""x"":-1.82734,""y"":-0.00339668},{""keyframe_id"":664,""distance"":8.06451e-05,""yaw_deg"":140,""x"":13.9978,""y"":-0.04887},{""keyframe_id"":161,""distance"":0.0144303,""yaw_deg"":0,""x"":-2.70773,""y"":0.0277854}]}"
1779713792.721155,1779710000.0,False,200,0,0,-0.885788,-0.0438924,4.55632,177.762,-1.746818,-0.005822,4.178092,2.651,0.861872,0.378228,175.111,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.885788,""y"":-0.0438924,""z"":4.55632,""yaw_deg"":177.762},""candidates"":[{""keyframe_id"":200,""distance"":0,""yaw_deg"":140,""x"":-0.885788,""y"":-0.0438924},{""keyframe_id"":188,""distance"":0,""yaw_deg"":140,""x"":-1.27129,""y"":-0.0179483},{""keyframe_id"":175,""distance"":0,""yaw_deg"":140,""x"":-0.432708,""y"":-0.0595913},{""keyframe_id"":160,""distance"":0,""yaw_deg"":140,""x"":-3.23971,""y"":0.040993},{""keyframe_id"":162,""distance"":0,""yaw_deg"":140,""x"":-2.60771,""y"":0.0178914}]}"
1779713794.722106,1779710000.0,False,176,0,0,-0.720692,-0.056602,2.91568,-2.43423,-0.652809,-0.081514,4.211666,-2.540,0.072310,1.295986,0.106,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.720692,""y"":-0.056602,""z"":2.91568,""yaw_deg"":-2.43423},""candidates"":[{""keyframe_id"":176,""distance"":0,""yaw_deg"":144,""x"":-0.720692,""y"":-0.056602},{""keyframe_id"":164,""distance"":0,""yaw_deg"":148,""x"":-1.82734,""y"":-0.00339668},{""keyframe_id"":251,""distance"":4.05312e-06,""yaw_deg"":140,""x"":7.29534,""y"":-0.265725},{""keyframe_id"":169,""distance"":7.689e-06,""yaw_deg"":140,""x"":-0.293296,""y"":-0.10735},{""keyframe_id"":425,""distance"":0.000136495,""yaw_deg"":140,""x"":17.57,""y"":-0.105846}]}"
1779713796.730505,1779710000.0,False,100,0.0251821,0,-5.84746,0.0851246,2.10929,178.839,-0.131345,-0.111338,3.833605,-0.725,5.719490,1.724315,179.564,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-5.84746,""y"":0.0851246,""z"":2.10929,""yaw_deg"":178.839},""candidates"":[{""keyframe_id"":100,""distance"":0.0251821,""yaw_deg"":148,""x"":-5.84746,""y"":0.0851246},{""keyframe_id"":170,""distance"":0.0444233,""yaw_deg"":0,""x"":-0.131345,""y"":-0.111338},{""keyframe_id"":60,""distance"":0.0547372,""yaw_deg"":256,""x"":0.320639,""y"":-0.0182657},{""keyframe_id"":63,""distance"":0.0565365,""yaw_deg"":248,""x"":0.313285,""y"":-0.0213668},{""keyframe_id"":66,""distance"":0.0587295,""yaw_deg"":256,""x"":0.27679,""y"":-0.0152098}]}"
1779713798.700202,1779710000.0,False,174,0,0,-0.234267,-0.0778964,3.14477,-5.77061,-0.071597,-0.083283,3.312066,0.927,0.162759,0.167296,6.698,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.234267,""y"":-0.0778964,""z"":3.14477,""yaw_deg"":-5.77061},""candidates"":[{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":74,""distance"":0,""yaw_deg"":144,""x"":-1.4676,""y"":0.0102381},{""keyframe_id"":707,""distance"":0,""yaw_deg"":148,""x"":0.388354,""y"":-0.0501602},{""keyframe_id"":73,""distance"":0,""yaw_deg"":148,""x"":-1.34917,""y"":0.0117307},{""keyframe_id"":34,""distance"":0.000182986,""yaw_deg"":132,""x"":-0.455846,""y"":0.00254476}]}"
1779713800.765408,1779710000.0,False,176,0,0,-0.720692,-0.056602,2.91568,-2.43423,-0.651820,-0.063166,2.902389,174.624,0.069184,0.013291,177.059,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.720692,""y"":-0.056602,""z"":2.91568,""yaw_deg"":-2.43423},""candidates"":[{""keyframe_id"":176,""distance"":0,""yaw_deg"":144,""x"":-0.720692,""y"":-0.056602},{""keyframe_id"":680,""distance"":0,""yaw_deg"":148,""x"":10.0062,""y"":-0.00760254},{""keyframe_id"":164,""distance"":0,""yaw_deg"":148,""x"":-1.82734,""y"":-0.00339668},{""keyframe_id"":72,""distance"":0,""yaw_deg"":148,""x"":-0.958665,""y"":-0.00309506},{""keyframe_id"":73,""distance"":0,""yaw_deg"":148,""x"":-1.34917,""y"":0.0117307}]}"
1779713802.707955,1779710000.0,False,178,0.00115018,0,-1.29852,-0.0344436,3.21246,177.349,-1.350672,-0.039228,3.255139,177.193,0.052371,0.042679,0.156,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-1.29852,""y"":-0.0344436,""z"":3.21246,""yaw_deg"":177.349},""candidates"":[{""keyframe_id"":178,""distance"":0.00115018,""yaw_deg"":0,""x"":-1.29852,""y"":-0.0344436},{""keyframe_id"":551,""distance"":0.0164967,""yaw_deg"":36,""x"":14.9433,""y"":0.0043177},{""keyframe_id"":426,""distance"":0.0190247,""yaw_deg"":64,""x"":17.8773,""y"":-0.0976168},{""keyframe_id"":301,""distance"":0.0660338,""yaw_deg"":0,""x"":8.46118,""y"":-0.0736132},{""keyframe_id"":102,""distance"":0.0698889,""yaw_deg"":0,""x"":-5.13658,""y"":0.0905439}]}"
1779713804.710557,1779710000.0,False,707,4.72746e-05,0,0.388354,-0.0501602,0.392725,-176.725,-1.696827,0.018292,3.947071,177.095,2.086304,3.554346,6.180,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":0.388354,""y"":-0.0501602,""z"":0.392725,""yaw_deg"":-176.725},""candidates"":[{""keyframe_id"":707,""distance"":4.72746e-05,""yaw_deg"":232,""x"":0.388354,""y"":-0.0501602},{""keyframe_id"":162,""distance"":5.98828e-05,""yaw_deg"":156,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":174,""distance"":0.000202924,""yaw_deg"":148,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":706,""distance"":0.000331132,""yaw_deg"":228,""x"":1.36235,""y"":-0.0682602},{""keyframe_id"":580,""distance"":0.00352827,""yaw_deg"":136,""x"":14.5597,""y"":-0.0758166}]}"
1779713806.720385,1779710000.0,False,174,0,0,-0.234267,-0.0778964,3.14477,-5.77061,-1.295470,-0.014780,4.548882,-178.293,1.063078,1.404112,172.522,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.234267,""y"":-0.0778964,""z"":3.14477,""yaw_deg"":-5.77061},""candidates"":[{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":198,""distance"":0.0028331,""yaw_deg"":0,""x"":-1.2788,""y"":-0.0172581},{""keyframe_id"":184,""distance"":0.00305872,""yaw_deg"":0,""x"":-1.25513,""y"":-0.017181},{""keyframe_id"":185,""distance"":0.00351718,""yaw_deg"":0,""x"":-1.28404,""y"":-0.0128858}]}"
1779713808.701500,1779710000.0,False,162,0,0,-2.60771,0.0178914,4.06796,175.915,-1.307235,-0.009529,4.540657,-178.419,1.300764,0.472697,5.666,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-2.60771,""y"":0.0178914,""z"":4.06796,""yaw_deg"":175.915},""candidates"":[{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":197,""distance"":0.00098185,""yaw_deg"":0,""x"":-1.29449,""y"":-0.0136981},{""keyframe_id"":195,""distance"":0.00107945,""yaw_deg"":0,""x"":-1.29482,""y"":-0.0121648},{""keyframe_id"":196,""distance"":0.00126111,""yaw_deg"":0,""x"":-1.30409,""y"":-0.0109313}]}"
1779713810.725493,1779710000.0,False,174,0,0,-0.234267,-0.0778964,3.14477,-5.77061,-1.285327,-0.014290,4.542644,-179.382,1.052983,1.397874,173.611,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.234267,""y"":-0.0778964,""z"":3.14477,""yaw_deg"":-5.77061},""candidates"":[{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":164,""distance"":0,""yaw_deg"":148,""x"":-1.82734,""y"":-0.00339668},{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":191,""distance"":0.00154374,""yaw_deg"":0,""x"":-1.28195,""y"":-0.0185907},{""keyframe_id"":186,""distance"":0.00163925,""yaw_deg"":0,""x"":-1.28007,""y"":-0.011087}]}"
1779713812.713808,1779710000.0,False,162,0,0,-2.60771,0.0178914,4.06796,175.915,-1.277363,-0.015081,4.547549,-179.881,1.330755,0.479589,4.204,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-2.60771,""y"":0.0178914,""z"":4.06796,""yaw_deg"":175.915},""candidates"":[{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":190,""distance"":0.00169939,""yaw_deg"":0,""x"":-1.27642,""y"":-0.0139655},{""keyframe_id"":194,""distance"":0.00178188,""yaw_deg"":0,""x"":-1.30161,""y"":-0.00990658},{""keyframe_id"":192,""distance"":0.00216983,""yaw_deg"":0,""x"":-1.29816,""y"":-0.010361}]}"
1779713814.734249,1779710000.0,False,174,0,0,-0.234267,-0.0778964,3.14477,-5.77061,-1.282594,-0.013298,4.542552,-179.422,1.050315,1.397782,173.652,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.234267,""y"":-0.0778964,""z"":3.14477,""yaw_deg"":-5.77061},""candidates"":[{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":194,""distance"":0.00107517,""yaw_deg"":0,""x"":-1.30161,""y"":-0.00990658},{""keyframe_id"":192,""distance"":0.00124476,""yaw_deg"":0,""x"":-1.29816,""y"":-0.010361},{""keyframe_id"":190,""distance"":0.00136835,""yaw_deg"":0,""x"":-1.27642,""y"":-0.0139655}]}"
1779713816.733621,1779710000.0,False,174,0,0,-0.234267,-0.0778964,3.14477,-5.77061,-1.304172,-0.011337,4.530177,179.893,1.071974,1.385407,174.337,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-0.234267,""y"":-0.0778964,""z"":3.14477,""yaw_deg"":-5.77061},""candidates"":[{""keyframe_id"":174,""distance"":0,""yaw_deg"":144,""x"":-0.234267,""y"":-0.0778964},{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":190,""distance"":0.0012738,""yaw_deg"":0,""x"":-1.27642,""y"":-0.0139655},{""keyframe_id"":192,""distance"":0.00224963,""yaw_deg"":0,""x"":-1.29816,""y"":-0.010361},{""keyframe_id"":194,""distance"":0.00264402,""yaw_deg"":0,""x"":-1.30161,""y"":-0.00990658}]}"
1779713818.771419,1779710000.0,False,162,0,0,-2.60771,0.0178914,4.06796,175.915,-0.800502,-0.049595,4.553226,-3.273,1.808468,0.485266,179.188,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-2.60771,""y"":0.0178914,""z"":4.06796,""yaw_deg"":175.915},""candidates"":[{""keyframe_id"":162,""distance"":0,""yaw_deg"":148,""x"":-2.60771,""y"":0.0178914},{""keyframe_id"":664,""distance"":7.36713e-05,""yaw_deg"":140,""x"":13.9978,""y"":-0.04887},{""keyframe_id"":32,""distance"":0.00257589,""yaw_deg"":208,""x"":-0.20539,""y"":-0.0186848},{""keyframe_id"":200,""distance"":0.00894871,""yaw_deg"":0,""x"":-0.885788,""y"":-0.0438924},{""keyframe_id"":34,""distance"":0.00913762,""yaw_deg"":128,""x"":-0.455846,""y"":0.00254476}]}"
1779713822.183507,1779710000.0,False,63,0,0.0811909,-0.662562,0.00629274,0.354295,-0.927785,2.111676,-0.156634,4.103987,-1.285,2.779018,3.749692,0.357,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":1,""accepted"":false,""gicp_fitness"":0.0811909,""best_pose"":{""x"":-0.662562,""y"":0.00629274,""z"":0.354295,""yaw_deg"":-0.927785},""candidates"":[{""keyframe_id"":63,""distance"":0,""yaw_deg"":148,""x"":0.313285,""y"":-0.0213668},{""keyframe_id"":61,""distance"":0,""yaw_deg"":148,""x"":0.32152,""y"":-0.0193897},{""keyframe_id"":708,""distance"":0,""yaw_deg"":148,""x"":-0.184192,""y"":-0.043464},{""keyframe_id"":30,""distance"":0,""yaw_deg"":148,""x"":0.0701509,""y"":-0.0124326},{""keyframe_id"":709,""distance"":0,""yaw_deg"":148,""x"":-0.291943,""y"":-0.0262185}]}"
1779713824.248935,1779710000.0,False,65,0,0.064975,-0.164185,0.0168942,-0.0754649,-2.54284,4.273677,-0.206040,3.253189,-1.708,4.443458,3.328654,0.835,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0.064975,""best_pose"":{""x"":-0.164185,""y"":0.0168942,""z"":-0.0754649,""yaw_deg"":-2.54284},""candidates"":[{""keyframe_id"":65,""distance"":0,""yaw_deg"":148,""x"":0.312552,""y"":-0.0188219},{""keyframe_id"":28,""distance"":0,""yaw_deg"":148,""x"":0.169911,""y"":-0.0144486},{""keyframe_id"":29,""distance"":0,""yaw_deg"":148,""x"":0.153706,""y"":-0.00476706},{""keyframe_id"":30,""distance"":0,""yaw_deg"":148,""x"":0.0701509,""y"":-0.0124326},{""keyframe_id"":66,""distance"":0,""yaw_deg"":148,""x"":0.27679,""y"":-0.0152098}]}"
1779713824.712435,1779710000.0,False,58,0,0,0.344252,-0.00904987,-0.952806,-2.63209,4.614451,-0.214612,3.255177,-2.505,4.275144,4.207983,0.127,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":0.344252,""y"":-0.00904987,""z"":-0.952806,""yaw_deg"":-2.63209},""candidates"":[{""keyframe_id"":58,""distance"":0,""yaw_deg"":148,""x"":0.344252,""y"":-0.00904987},{""keyframe_id"":208,""distance"":0.0292738,""yaw_deg"":0,""x"":4.57122,""y"":-0.213204},{""keyframe_id"":207,""distance"":0.0444725,""yaw_deg"":0,""x"":3.81785,""y"":-0.201224},{""keyframe_id"":206,""distance"":0.0480531,""yaw_deg"":168,""x"":3.06155,""y"":-0.183246},{""keyframe_id"":210,""distance"":0.0652665,""yaw_deg"":0,""x"":5.71858,""y"":-0.233381}]}"
