wall_time,stamp,accepted,keyframe_id,sc_distance,gicp_fitness,best_x,best_y,best_z,best_yaw_deg,odom_x,odom_y,odom_z,odom_yaw_deg,error_xy,error_z,error_yaw_deg,cloud_frame_mode,raw_json
1779713730.736405,1779710000.0,False,337,0,0,6.65025,0.0633857,-6.24998,175.213,-3.072381,0.048467,-0.618978,34.986,9.722642,5.631002,140.227,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":6.65025,""y"":0.0633857,""z"":-6.24998,""yaw_deg"":175.213},""candidates"":[{""keyframe_id"":337,""distance"":0,""yaw_deg"":148,""x"":6.65025,""y"":0.0633857},{""keyframe_id"":76,""distance"":0,""yaw_deg"":148,""x"":-1.99813,""y"":0.028601},{""keyframe_id"":72,""distance"":0,""yaw_deg"":148,""x"":-0.958665,""y"":-0.00309506},{""keyframe_id"":338,""distance"":0,""yaw_deg"":148,""x"":7.0479,""y"":0.0259613},{""keyframe_id"":706,""distance"":0,""yaw_deg"":148,""x"":1.36235,""y"":-0.0682602}]}"
1779713732.734350,1779710000.0,False,80,0.00695994,0,-3.17928,0.0635907,-0.707486,172.519,-3.306275,0.074437,-0.761578,172.701,0.127458,0.054092,0.182,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-3.17928,""y"":0.0635907,""z"":-0.707486,""yaw_deg"":172.519},""candidates"":[{""keyframe_id"":80,""distance"":0.00695994,""yaw_deg"":0,""x"":-3.17928,""y"":0.0635907},{""keyframe_id"":81,""distance"":0.0112788,""yaw_deg"":0,""x"":-3.24248,""y"":0.0714138},{""keyframe_id"":82,""distance"":0.0167592,""yaw_deg"":0,""x"":-3.42889,""y"":0.0619129},{""keyframe_id"":516,""distance"":0.0300896,""yaw_deg"":112,""x"":18.7201,""y"":-0.0330568},{""keyframe_id"":515,""distance"":0.03018,""yaw_deg"":112,""x"":18.7106,""y"":-0.0321098}]}"
1779713734.729859,1779710000.0,False,337,0,0,6.65025,0.0633857,-6.24998,175.213,-4.268570,0.085956,-0.451449,173.571,10.918843,5.798531,1.642,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":6.65025,""y"":0.0633857,""z"":-6.24998,""yaw_deg"":175.213},""candidates"":[{""keyframe_id"":337,""distance"":0,""yaw_deg"":148,""x"":6.65025,""y"":0.0633857},{""keyframe_id"":76,""distance"":0,""yaw_deg"":148,""x"":-1.99813,""y"":0.028601},{""keyframe_id"":338,""distance"":0,""yaw_deg"":148,""x"":7.0479,""y"":0.0259613},{""keyframe_id"":84,""distance"":0.00133928,""yaw_deg"":0,""x"":-4.26857,""y"":0.0859561},{""keyframe_id"":511,""distance"":0.00350541,""yaw_deg"":136,""x"":18.4169,""y"":-0.0276814}]}"
1779713738.520100,1779710000.0,False,529,0.0125551,0.143465,19.8719,-0.1083,-22.031,176.963,-5.216122,0.093277,0.161046,173.542,25.088832,22.192046,3.421,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":1,""accepted"":false,""gicp_fitness"":0.143465,""best_pose"":{""x"":19.8719,""y"":-0.1083,""z"":-22.031,""yaw_deg"":176.963},""candidates"":[{""keyframe_id"":529,""distance"":0.0125551,""yaw_deg"":108,""x"":18.702,""y"":-0.0243203},{""keyframe_id"":516,""distance"":0.0126671,""yaw_deg"":108,""x"":18.7201,""y"":-0.0330568},{""keyframe_id"":530,""distance"":0.0126687,""yaw_deg"":108,""x"":18.6868,""y"":-0.0342277},{""keyframe_id"":515,""distance"":0.0127029,""yaw_deg"":108,""x"":18.7106,""y"":-0.0321098},{""keyframe_id"":528,""distance"":0.0127141,""yaw_deg"":108,""x"":18.6912,""y"":-0.0309438}]}"
1779713740.436591,1779710000.0,False,513,0.00633454,0.138438,19.5705,-0.0360066,-21.8276,178.612,-5.998454,0.113571,0.460651,176.425,25.569391,22.288251,2.187,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0.138438,""best_pose"":{""x"":19.5705,""y"":-0.0360066,""z"":-21.8276,""yaw_deg"":178.612},""candidates"":[{""keyframe_id"":513,""distance"":0.00633454,""yaw_deg"":140,""x"":18.6051,""y"":-0.0354174},{""keyframe_id"":516,""distance"":0.00653034,""yaw_deg"":140,""x"":18.7201,""y"":-0.0330568},{""keyframe_id"":515,""distance"":0.0065338,""yaw_deg"":140,""x"":18.7106,""y"":-0.0321098},{""keyframe_id"":528,""distance"":0.0066095,""yaw_deg"":140,""x"":18.6912,""y"":-0.0309438},{""keyframe_id"":530,""distance"":0.00666356,""yaw_deg"":140,""x"":18.6868,""y"":-0.0342277}]}"
1779713742.527535,1779710000.0,False,514,3.54648e-05,0.135809,17.1716,-0.0816953,-21.0128,176.858,-6.558316,0.117782,1.209971,177.582,23.730754,22.222771,0.724,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0.135809,""best_pose"":{""x"":17.1716,""y"":-0.0816953,""z"":-21.0128,""yaw_deg"":176.858},""candidates"":[{""keyframe_id"":514,""distance"":3.54648e-05,""yaw_deg"":148,""x"":18.6974,""y"":-0.0280646},{""keyframe_id"":525,""distance"":3.8147e-05,""yaw_deg"":148,""x"":18.7034,""y"":-0.0219967},{""keyframe_id"":523,""distance"":4.21405e-05,""yaw_deg"":148,""x"":18.6909,""y"":-0.0278834},{""keyframe_id"":529,""distance"":4.25577e-05,""yaw_deg"":148,""x"":18.702,""y"":-0.0243203},{""keyframe_id"":515,""distance"":4.55379e-05,""yaw_deg"":148,""x"":18.7106,""y"":-0.0321098}]}"
1779713742.705621,1779710000.0,False,480,0.000316282,0,17.9835,-0.0971778,-7.00567,179.453,-6.575890,0.112147,1.261085,177.302,24.560282,8.266755,2.151,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":17.9835,""y"":-0.0971778,""z"":-7.00567,""yaw_deg"":179.453},""candidates"":[{""keyframe_id"":480,""distance"":0.000316282,""yaw_deg"":168,""x"":17.9835,""y"":-0.0971778},{""keyframe_id"":696,""distance"":0.00103843,""yaw_deg"":152,""x"":7.47922,""y"":-0.132792},{""keyframe_id"":155,""distance"":0.00233996,""yaw_deg"":148,""x"":-5.91918,""y"":0.0701235},{""keyframe_id"":224,""distance"":0.00341752,""yaw_deg"":176,""x"":6.59788,""y"":-0.192565},{""keyframe_id"":703,""distance"":0.00689668,""yaw_deg"":168,""x"":4.2547,""y"":-0.0788307}]}"
1779713744.738639,1779710000.0,False,99,3.40343e-05,0,-6.09965,0.0806737,2.0602,178.793,-6.361259,0.088325,1.923103,4.279,0.261721,0.137097,174.514,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-6.09965,""y"":0.0806737,""z"":2.0602,""yaw_deg"":178.793},""candidates"":[{""keyframe_id"":99,""distance"":3.40343e-05,""yaw_deg"":140,""x"":-6.09965,""y"":0.0806737},{""keyframe_id"":142,""distance"":7.65622e-05,""yaw_deg"":152,""x"":-10.2557,""y"":0.163719},{""keyframe_id"":150,""distance"":0.000223676,""yaw_deg"":132,""x"":-8.13399,""y"":0.120011},{""keyframe_id"":144,""distance"":0.000338733,""yaw_deg"":148,""x"":-9.10511,""y"":0.131694},{""keyframe_id"":98,""distance"":0.00049904,""yaw_deg"":152,""x"":-6.36126,""y"":0.0883248}]}"
1779713746.730120,1779710000.0,False,704,0.00063175,0,2.75072,-0.0742877,0.121478,-1.98984,-5.531408,0.087074,2.002018,0.058,8.283700,1.880540,2.047,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":2.75072,""y"":-0.0742877,""z"":0.121478,""yaw_deg"":-1.98984},""candidates"":[{""keyframe_id"":704,""distance"":0.00063175,""yaw_deg"":140,""x"":2.75072,""y"":-0.0742877},{""keyframe_id"":64,""distance"":0.0017947,""yaw_deg"":124,""x"":0.315056,""y"":-0.0182228},{""keyframe_id"":99,""distance"":0.00373868,""yaw_deg"":112,""x"":-6.09965,""y"":0.0806737},{""keyframe_id"":98,""distance"":0.00480733,""yaw_deg"":92,""x"":-6.36126,""y"":0.0883248},{""keyframe_id"":97,""distance"":0.00626735,""yaw_deg"":72,""x"":-6.56283,""y"":0.125531}]}"
1779713748.733144,1779710000.0,False,103,0.000375926,0,-5.03085,0.0706716,1.39474,-176.821,-5.040032,0.066392,1.280230,1.239,0.010131,0.114510,178.060,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-5.03085,""y"":0.0706716,""z"":1.39474,""yaw_deg"":-176.821},""candidates"":[{""keyframe_id"":103,""distance"":0.000375926,""yaw_deg"":140,""x"":-5.03085,""y"":0.0706716},{""keyframe_id"":104,""distance"":0.00117618,""yaw_deg"":140,""x"":-5.06606,""y"":0.0576149},{""keyframe_id"":659,""distance"":0.00122315,""yaw_deg"":140,""x"":17.134,""y"":-0.1157},{""keyframe_id"":102,""distance"":0.0159783,""yaw_deg"":0,""x"":-5.13658,""y"":0.0905439},{""keyframe_id"":400,""distance"":0.0229725,""yaw_deg"":264,""x"":15.5389,""y"":-0.0979801}]}"
1779713750.730565,1779710000.0,False,339,0,0,7.46123,0.00290389,-6.08533,178.69,-5.231943,0.066444,0.853162,147.361,12.693332,6.938492,31.329,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":7.46123,""y"":0.00290389,""z"":-6.08533,""yaw_deg"":178.69},""candidates"":[{""keyframe_id"":339,""distance"":0,""yaw_deg"":148,""x"":7.46123,""y"":0.00290389},{""keyframe_id"":394,""distance"":1.60336e-05,""yaw_deg"":140,""x"":15.5329,""y"":-0.0907829},{""keyframe_id"":107,""distance"":0.00947919,""yaw_deg"":0,""x"":-5.23804,""y"":0.0683328},{""keyframe_id"":113,""distance"":0.011622,""yaw_deg"":0,""x"":-5.24494,""y"":0.0576846},{""keyframe_id"":106,""distance"":0.0127811,""yaw_deg"":0,""x"":-5.18078,""y"":0.0586043}]}"
1779713752.731904,1779710000.0,False,394,8.40425e-06,0,15.5329,-0.0907829,-5.53128,7.91336,-5.241109,0.059154,0.843018,153.898,20.774550,6.374298,145.985,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":15.5329,""y"":-0.0907829,""z"":-5.53128,""yaw_deg"":7.91336},""candidates"":[{""keyframe_id"":394,""distance"":8.40425e-06,""yaw_deg"":140,""x"":15.5329,""y"":-0.0907829},{""keyframe_id"":109,""distance"":0.000916737,""yaw_deg"":0,""x"":-5.24376,""y"":0.0634677},{""keyframe_id"":108,""distance"":0.00133393,""yaw_deg"":0,""x"":-5.24232,""y"":0.0632441},{""keyframe_id"":110,""distance"":0.0037112,""yaw_deg"":0,""x"":-5.24482,""y"":0.0662947},{""keyframe_id"":116,""distance"":0.00429957,""yaw_deg"":0,""x"":-5.24436,""y"":0.0615207}]}"
1779713754.724043,1779710000.0,False,394,7.09295e-06,0,15.5329,-0.0907829,-5.53128,7.91336,-5.245092,0.060440,0.838107,157.495,20.778542,6.369387,149.582,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":15.5329,""y"":-0.0907829,""z"":-5.53128,""yaw_deg"":7.91336},""candidates"":[{""keyframe_id"":394,""distance"":7.09295e-06,""yaw_deg"":140,""x"":15.5329,""y"":-0.0907829},{""keyframe_id"":109,""distance"":0.00361006,""yaw_deg"":0,""x"":-5.24376,""y"":0.0634677},{""keyframe_id"":112,""distance"":0.00398261,""yaw_deg"":0,""x"":-5.24481,""y"":0.057408},{""keyframe_id"":108,""distance"":0.00433304,""yaw_deg"":0,""x"":-5.24232,""y"":0.0632441},{""keyframe_id"":113,""distance"":0.00482907,""yaw_deg"":0,""x"":-5.24494,""y"":0.0576846}]}"
1779713757.869415,1779710000.0,False,108,0.00448032,0.0101438,-5.24323,0.0827388,0.879132,149.247,-5.240960,0.062250,0.846451,154.322,0.020614,0.032681,5.075,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":4,""accepted"":false,""gicp_fitness"":0.0101438,""best_pose"":{""x"":-5.24323,""y"":0.0827388,""z"":0.879132,""yaw_deg"":149.247},""candidates"":[{""keyframe_id"":108,""distance"":0.00448032,""yaw_deg"":0,""x"":-5.24232,""y"":0.0632441},{""keyframe_id"":109,""distance"":0.00552625,""yaw_deg"":0,""x"":-5.24376,""y"":0.0634677},{""keyframe_id"":121,""distance"":0.00634306,""yaw_deg"":0,""x"":-5.24163,""y"":0.0573486},{""keyframe_id"":122,""distance"":0.00650171,""yaw_deg"":0,""x"":-5.24066,""y"":0.0575973},{""keyframe_id"":117,""distance"":0.00656925,""yaw_deg"":0,""x"":-5.24217,""y"":0.0593347}]}"
1779713758.742176,1779710000.0,False,394,1.91927e-05,0,15.5329,-0.0907829,-5.53128,7.91336,-5.242468,0.060620,0.853729,149.729,20.775919,6.385009,141.816,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":4,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":15.5329,""y"":-0.0907829,""z"":-5.53128,""yaw_deg"":7.91336},""candidates"":[{""keyframe_id"":394,""distance"":1.91927e-05,""yaw_deg"":140,""x"":15.5329,""y"":-0.0907829},{""keyframe_id"":108,""distance"":0.00579841,""yaw_deg"":0,""x"":-5.24232,""y"":0.0632441},{""keyframe_id"":109,""distance"":0.00688968,""yaw_deg"":0,""x"":-5.24376,""y"":0.0634677},{""keyframe_id"":110,""distance"":0.00832049,""yaw_deg"":0,""x"":-5.24482,""y"":0.0662947},{""keyframe_id"":116,""distance"":0.00856953,""yaw_deg"":0,""x"":-5.24436,""y"":0.0615207}]}"
1779713760.712626,1779710000.0,False,394,8.34465e-07,0,15.5329,-0.0907829,-5.53128,7.91336,-5.240001,0.065985,0.847635,153.614,20.773493,6.378915,145.701,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":4,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":15.5329,""y"":-0.0907829,""z"":-5.53128,""yaw_deg"":7.91336},""candidates"":[{""keyframe_id"":394,""distance"":8.34465e-07,""yaw_deg"":140,""x"":15.5329,""y"":-0.0907829},{""keyframe_id"":109,""distance"":0.00308846,""yaw_deg"":0,""x"":-5.24376,""y"":0.0634677},{""keyframe_id"":108,""distance"":0.0035031,""yaw_deg"":0,""x"":-5.24232,""y"":0.0632441},{""keyframe_id"":110,""distance"":0.0060089,""yaw_deg"":0,""x"":-5.24482,""y"":0.0662947},{""keyframe_id"":116,""distance"":0.00667853,""yaw_deg"":0,""x"":-5.24436,""y"":0.0615207}]}"
1779713764.310376,1779710000.0,False,528,0.000131369,0.128455,18.4269,0.000262797,-22.6914,176.054,-7.158471,0.146406,0.379595,136.646,25.585788,23.070995,39.408,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0.128455,""best_pose"":{""x"":18.4269,""y"":0.000262797,""z"":-22.6914,""yaw_deg"":176.054},""candidates"":[{""keyframe_id"":528,""distance"":0.000131369,""yaw_deg"":140,""x"":18.6912,""y"":-0.0309438},{""keyframe_id"":526,""distance"":0.00014174,""yaw_deg"":140,""x"":18.6935,""y"":-0.0365916},{""keyframe_id"":530,""distance"":0.000143468,""yaw_deg"":140,""x"":18.6868,""y"":-0.0342277},{""keyframe_id"":527,""distance"":0.000148475,""yaw_deg"":140,""x"":18.6879,""y"":-0.0305625},{""keyframe_id"":533,""distance"":0.000166953,""yaw_deg"":140,""x"":18.7136,""y"":-0.0345838}]}"
1779713764.702465,1779710000.0,False,339,0,0,7.46123,0.00290389,-6.08533,178.69,-7.396350,0.138687,0.303765,30.365,14.858201,6.389095,148.325,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":7.46123,""y"":0.00290389,""z"":-6.08533,""yaw_deg"":178.69},""candidates"":[{""keyframe_id"":339,""distance"":0,""yaw_deg"":148,""x"":7.46123,""y"":0.00290389},{""keyframe_id"":554,""distance"":0,""yaw_deg"":148,""x"":14.4591,""y"":0.0137938},{""keyframe_id"":340,""distance"":0,""yaw_deg"":148,""x"":8.10211,""y"":-0.00243837},{""keyframe_id"":126,""distance"":0.00568654,""yaw_deg"":0,""x"":-7.39635,""y"":0.138687},{""keyframe_id"":125,""distance"":0.00726008,""yaw_deg"":0,""x"":-6.87524,""y"":0.134888}]}"
1779713766.728001,1779710000.0,False,340,0,0,8.10211,-0.00243837,-6.07489,178.614,-8.936209,0.233033,0.080709,20.458,17.039946,6.155599,158.156,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":8.10211,""y"":-0.00243837,""z"":-6.07489,""yaw_deg"":178.614},""candidates"":[{""keyframe_id"":340,""distance"":0,""yaw_deg"":152,""x"":8.10211,""y"":-0.00243837},{""keyframe_id"":343,""distance"":0,""yaw_deg"":152,""x"":9.79422,""y"":-0.0146253},{""keyframe_id"":675,""distance"":0,""yaw_deg"":152,""x"":9.76415,""y"":-0.0284569},{""keyframe_id"":554,""distance"":0,""yaw_deg"":152,""x"":14.4591,""y"":0.0137938},{""keyframe_id"":352,""distance"":0,""yaw_deg"":152,""x"":10.5429,""y"":-0.0202051}]}"
1779713768.716853,1779710000.0,False,675,0,0,9.76415,-0.0284569,-6.33034,179.365,-9.687864,0.280024,0.195906,169.791,19.454460,6.526246,9.574,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":9.76415,""y"":-0.0284569,""z"":-6.33034,""yaw_deg"":179.365},""candidates"":[{""keyframe_id"":675,""distance"":0,""yaw_deg"":148,""x"":9.76415,""y"":-0.0284569},{""keyframe_id"":343,""distance"":0,""yaw_deg"":148,""x"":9.79422,""y"":-0.0146253},{""keyframe_id"":554,""distance"":0,""yaw_deg"":148,""x"":14.4591,""y"":0.0137938},{""keyframe_id"":553,""distance"":0.0035567,""yaw_deg"":136,""x"":14.6738,""y"":0.0264445},{""keyframe_id"":431,""distance"":0.00391701,""yaw_deg"":136,""x"":18.4449,""y"":-0.116095}]}"
1779713770.716356,1779710000.0,False,554,0,0,14.4591,0.0137938,-22.6784,179.792,-10.595701,0.304577,0.481479,174.482,25.056488,23.159879,5.310,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":2,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":14.4591,""y"":0.0137938,""z"":-22.6784,""yaw_deg"":179.792},""candidates"":[{""keyframe_id"":554,""distance"":0,""yaw_deg"":148,""x"":14.4591,""y"":0.0137938},{""keyframe_id"":339,""distance"":0,""yaw_deg"":148,""x"":7.46123,""y"":0.00290389},{""keyframe_id"":340,""distance"":0,""yaw_deg"":148,""x"":8.10211,""y"":-0.00243837},{""keyframe_id"":134,""distance"":0.024657,""yaw_deg"":0,""x"":-10.5549,""y"":0.305091},{""keyframe_id"":672,""distance"":0.0309842,""yaw_deg"":276,""x"":10.1033,""y"":-0.0462284}]}"
1779713774.011508,1779710000.0,False,137,0.0157174,0.0110498,-11.072,0.239891,1.17167,177.146,-11.000763,0.210804,2.056268,177.202,0.076947,0.884598,0.056,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0.0110498,""best_pose"":{""x"":-11.072,""y"":0.239891,""z"":1.17167,""yaw_deg"":177.146},""candidates"":[{""keyframe_id"":137,""distance"":0.0157174,""yaw_deg"":0,""x"":-11.0807,""y"":0.235567},{""keyframe_id"":138,""distance"":0.0291804,""yaw_deg"":0,""x"":-11.1029,""y"":0.21713},{""keyframe_id"":139,""distance"":0.0439536,""yaw_deg"":0,""x"":-10.9917,""y"":0.2136},{""keyframe_id"":140,""distance"":0.0665265,""yaw_deg"":4,""x"":-10.7856,""y"":0.212935},{""keyframe_id"":225,""distance"":0.0759882,""yaw_deg"":264,""x"":6.36269,""y"":-0.197053}]}"
1779713774.708202,1779710000.0,False,223,2.5034e-06,0,6.86449,-0.202663,1.09538,-1.64239,-10.799610,0.211669,2.451042,176.419,17.668958,1.355662,178.061,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":6.86449,""y"":-0.202663,""z"":1.09538,""yaw_deg"":-1.64239},""candidates"":[{""keyframe_id"":223,""distance"":2.5034e-06,""yaw_deg"":140,""x"":6.86449,""y"":-0.202663},{""keyframe_id"":98,""distance"":1.27554e-05,""yaw_deg"":140,""x"":-6.36126,""y"":0.0883248},{""keyframe_id"":140,""distance"":3.78489e-05,""yaw_deg"":148,""x"":-10.7856,""y"":0.212935},{""keyframe_id"":142,""distance"":6.25253e-05,""yaw_deg"":152,""x"":-10.2557,""y"":0.163719},{""keyframe_id"":99,""distance"":6.25849e-05,""yaw_deg"":148,""x"":-6.09965,""y"":0.0806737}]}"
1779713776.739033,1779710000.0,False,145,0.0013625,0,-8.5356,0.134198,3.57928,179.38,-10.041814,0.164797,3.048993,2.930,1.506525,0.530287,176.450,registered,"{""stamp"":1.77971e+09,""mode"":""global_recovery"",""cloud_frame_mode"":""registered"",""odom_gate_enabled"":true,""max_odom_consistency_distance"":0,""candidate_confidence_gate_enabled"":true,""min_sc_distance_gap"":0.03,""global_recovery_consistency_count"":3,""accepted"":false,""gicp_fitness"":0,""best_pose"":{""x"":-8.5356,""y"":0.134198,""z"":3.57928,""yaw_deg"":179.38},""candidates"":[{""keyframe_id"":145,""distance"":0.0013625,""yaw_deg"":152,""x"":-8.5356,""y"":0.134198},{""keyframe_id"":98,""distance"":0.00301576,""yaw_deg"":168,""x"":-6.36126,""y"":0.0883248},{""keyframe_id"":99,""distance"":0.00384902,""yaw_deg"":176,""x"":-6.09965,""y"":0.0806737},{""keyframe_id"":144,""distance"":0.00427641,""yaw_deg"":172,""x"":-9.10511,""y"":0.131694},{""keyframe_id"":619,""distance"":0.00439531,""yaw_deg"":140,""x"":17.4895,""y"":-0.104714}]}"
