cloud_index,x_m,y_m,z_m,yaw_deg,range_descriptor,angle_descriptor,source_id,cloud_path
0,0.0387693214,-0.00139458918,0,-10.5939231,2.37349391;21.4096375;34.1566238;54.1265068;53.1927681;53.6204834;38.7891655;34.4216881;60.7771072;38.9216843;46.7530136;59.5722923;58.1987915;65.9337311;74.6807251;67.0120544;117.198792;43.3132553;29.9397564;21.3192749;24.2349396;30.096386;26.7349396;25.6566277;27.6746979;45.1566238;13.5361443;8.11445808;3.72289157;1.18072283;3.52409625;5.87951756;5.31927681;5.40361404;6.81325293;3.62048197;2.14457822;0;0.518072307;1.93373489,45.5602455;49.4397583;115.765068;100.331337;57.9879494;36.6084328;27.5481949;29.144577;13.855423;12.7289162;19.1686745;19.0722904;44.8614464;49.1144638;17.4337349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.981926;62.1686707;54.9879494;26.4216881;18.2048187;14.3012047;15.0542173;20.9879532;33.1506042;29.6325283;48.9096451;46.9518051;58.8795242;48.3855438;49.3373528,44,solid_clouds/keyframe_0.pcd
80,0.0438687822,0.00390449545,0,-10.657015,2.32748532;21.4795322;33.421051;55.4795303;55.1871338;50.16959;35.2865486;33.421051;57.1520462;42.7602386;48.0409355;51.8011665;54.087719;58.0058517;58.9064331;62.8245583;104.403519;39.4561386;25.251461;17.5204678;23.2982445;25.7777786;26.0467834;21.8362579;29.6257305;42.7134476;14.2631578;5.55555534;6.32748508;3.26900578;4.51461983;4.14035082;1.9649123;0.654970765;1.30994153;0.654970765;0;0.415204674;0;0,43.912281;46.8713455;86.3508759;97.2865524;50.5438576;38.7309914;28.087719;26.8070183;13.2690048;13.2865496;19.4912262;17.1286545;44.0058441;45.748539;16.4385967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.3157845;59.269001;50.2748528;26.5029221;13.415205;15.7251453;14.3216372;19.5438595;32.5730972;27.9824562;39.6549683;47.0818748;51.4795341;44.286541;43.9649086,44,solid_clouds/keyframe_1.pcd
160,0.0386019817,0.000957217541,0,-10.6269597,2.26315784;21.3099403;30.7660828;56.1052628;53.2222214;53.7134514;36.918129;34.087719;55.5497131;36.7017517;44.2514648;54.8011742;59.403511;61.9766083;66.9298248;64.4269028;107.959061;40.0292397;26.2631588;18.6432743;23.4327488;27.1578941;26.584795;25.5087719;29.1228065;45.4970779;13.8245621;9.67251396;5.40350866;2.9005847;4.64912271;8.15204716;4.53801155;5.19298267;5.02339172;4.15789461;2.71929812;1.87134504;0;0.497076035,45.5555458;48.7368355;110.953217;101.198837;52.1929779;37.1345024;28.2046795;26.5555573;11.1520462;15.742691;20.1111107;15.415205;42.4853783;49.9356728;13.9941521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.8713455;60.6432686;52.6783562;26.8654938;15.5087719;14.9415197;13.7602329;21.163744;31.5497055;27.9883041;42.5614014;48.2865524;55.1345062;46.538002;44.368412,44,solid_clouds/keyframe_2.pcd
240,0.0407797044,-0.00346470914,0,-10.5951837,2.38181829;21.4424229;32.4484863;51.7939415;53.678791;53.7515144;38.3090858;35.9151497;60.7030334;37.484848;47.8666649;58.7212105;56.8969727;64.5697021;69.1030273;65.272728;118.836357;47.484848;28.618185;23.0545464;25.6727276;28.5090904;27.0363617;26.8060608;32.1151505;45.830307;14.424242;7.72121239;4.9575758;3.30303049;5.66666698;6.0727272;6.28484869;4.4666667;7.34545469;4.78181839;1.0545454;1.26060605;0.9939394;1.0545454,47.066658;47.5030289;121.490921;106.272728;56.8666649;39.3696976;27.7818165;30.0909081;12.8242426;15.1030293;20.0969696;18.7212124;44.8302994;48.2060585;16.9818192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.8909073;65.1878738;53.6909065;29.5030308;14.5333328;13.9212112;16.3272724;19.1151505;30.7636337;28.4969711;45.030304;51.1212082;56.0242462;46.8545418;48.0242424,44,solid_clouds/keyframe_3.pcd
320,0.0429067139,-0.000103157747,0,-10.6196512,2.3431952;19.4615383;32.47929;56.5680466;51.3431969;53.8816566;36.7278099;34.6745567;57.053257;36.6982231;44.2899361;56.1775169;56.3431969;64.3313522;66.3017731;63.2070999;113.53846;40.8994102;26.1952667;19.343195;25.2189369;28.0946732;27.2899418;26.698225;31.0887585;46.449707;15.1893482;7.21893454;5.37869835;3.55029583;4.48520708;6.18934917;4.07692289;5.18343163;6.40828419;5.32544422;1.00591719;0.946745574;0.994082868;2.42011833,44.940834;48.6390572;114.248512;101.390533;58.2248535;37.094677;26.95858;26.6212997;11.3727818;13.7751484;20.7751503;16.6094685;44.1183395;48.2426071;16.0473385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.2544403;60.0887566;54.8579903;26.7278099;18.3195267;13.6686382;16.0355034;19.2366867;30.9408302;29.1360931;42.1597633;48.5147972;53.1420135;45.863903;47.0650978,44,solid_clouds/keyframe_4.pcd
400,0.0402860249,-0.00126994953,0,-10.6404888,2.39759016;23.2168674;33.2530136;50.7710838;54.2108421;52.8433723;39.6987953;34.596386;60.9578323;36.9096375;43.8192787;57.8734932;59.2710876;63.4758987;66.8192749;66.7530212;112.084335;46.1807213;26.1084328;22.8072281;24.0060234;28.096386;24.8795185;26.3012047;29.6626511;46.6807213;15.7831326;7.72891569;4.05421686;3.20481944;5.97590351;5.57228947;3.98795176;5.26506042;5.03012037;2.2048192;1.74698794;0.969879508;0;0,44.1204796;50.3012009;108.40963;104.349411;55.3674698;40.4096413;27.210844;30.7409649;11.7228909;15.7771091;19.8734932;17.4457817;46.1445847;51.1204796;17.240963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6566238;63.469883;52.9518051;25.903614;18.0542164;14.1746979;16.8734951;18.5301208;28.4096375;26.451807;41.8975906;50.8433762;54.1506042;46.9638519;47.632534,44,solid_clouds/keyframe_5.pcd
480,0.0404545814,-0.00126712677,0,-10.6098664,2.43113756;20.143713;29.8682632;55.6047897;51.4131737;56.4371262;40.0658646;34.8922195;59.766468;37.8922157;44.4491043;54.7544899;58.8323364;62.0239487;65.3353271;67.5389099;112.910179;44.5329323;29.5029926;20.9940109;25.6287422;27.8862267;28.3233547;24.4371262;29.9461098;46.1257515;13.5389214;6.40119743;4.85029936;1.82634735;5.75449085;6.45508957;4.79640722;4.71257496;7.94610786;4.70059872;1.73053896;1.05389225;1.05389225;1.41317368,46.0958099;46.5509033;117.820366;99.8742371;60.3892212;37.7485008;28.9700603;28.4071846;11.7724552;14.7425156;19.3532925;20.1257496;44.8023987;48.7724533;16.9401207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.1976089;62.9221611;54.3233566;27.1497002;13.8922157;16.239521;14.0059881;19.2275448;30.1077824;28.1317368;44.203598;50.4610825;51.1676712;46.0778427;46.4970055,44,solid_clouds/keyframe_6.pcd
560,0.0391471639,-0.000626259039,0,-10.6212777,2.41566277;23.210844;31.1686745;53.8493958;52.1506042;52.22892;35.0722885;35.7891541;59.7048187;36.5903625;45.6084328;55.5963821;59.0662689;67.3192749;68.6144638;64.4457855;117.493973;47.2228928;26.7650604;25.240963;24.1265068;28.1084347;25.403616;27.6084328;30.4337349;46.9277077;14.9397602;9.63855457;4.21686745;1.87349391;5.07831335;7.82530117;3.99397588;4.33734941;7.60240936;5.00602436;1;1;1.45783138;1.2048192,46.9337349;51.1385574;116.740944;106.891556;55.9156647;43.1867447;27.4759064;29.2168674;13.6746969;14.5903606;20.289156;16.4096375;44.2951813;49.855423;19.1506023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.6265106;64.6566315;52.3072281;25.6204796;14.8614464;15.8614454;15.0060234;18.9277115;29.2650604;29.0662651;43.0361404;47.84338;53.9879494;46.8373489;46.6686707,44,solid_clouds/keyframe_7.pcd
640,0.0386148052,0.00186199481,0,-10.6021733,2.31976748;22.1686039;35.0523262;50.9069748;55.4593048;53.5639572;35.511631;36.7848816;56.418602;37.9244194;44.7441864;55.9244118;55.9186058;63.9127922;68.889534;64.918602;114.715118;44.558136;25.8430233;20;22.8081398;28.1046505;23.9883728;25.6162796;29.0406952;43.7034912;13.4534874;9.13372135;4.9127903;2.86046505;6.08720922;7.69767475;5.25581408;4.8139534;5.2848835;5.41860485;2.30232573;1.02325583;0.482558131;2.98255825,44.906971;49.6627922;117.912773;99.0523376;57.0348816;40.017437;25.5697727;29.7616272;12.5348835;15.8081388;19.4651184;15.7616291;44.6220894;49.9127884;16.6511631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.6046524;58.6337166;52.0290718;26.709301;19.0116272;12.6627903;15.0116282;21.5523262;32.9069748;27.6686077;37.680233;50.0348854;52.843029;49.6453476;45.8372078,44,solid_clouds/keyframe_8.pcd
720,0.0417037246,-0.0100115141,0,-10.5860303,2.37267065;18.9937897;31.5279503;56.2981377;54.5279503;49.6211166;39.2422371;38.7950287;61.6335373;38.6646004;48.1180191;59.7204971;60.8447151;63.8633537;65.3043442;63.037262;126.149071;45.2546577;30.7577648;26.6459618;27.1366463;27.6583862;25.4596272;30.0124226;35.173912;50.9937859;17.8322983;9.44099426;4.63975143;2.96273303;3.60869575;9.37267113;3.90683222;5.61490679;6.20496893;4.04968929;2.67701864;1.52173913;0;1.47204971,47.8136635;50.8695679;125.552795;107.223618;57.4844666;42.5217361;32.4472084;25.1366463;13.1677017;13.3229809;20.7515545;18.2111797;47.0062065;51.3105583;17.3416138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.6273308;65.627327;50.8819885;31.8819885;15.4906826;14.1552792;15.608695;21.6024837;35.7950287;33.1614914;40.1428566;48.9378853;53.8447227;52.9751549;47.2173882,44,solid_clouds/keyframe_9.pcd
800,0.0369696014,-0.014224959,0,-11.0223828,2.47333336;21.5533333;30.0333328;51.5866661;53.7866669;46.7000008;32.746666;32.6533356;48.7133408;33.5866661;43.840004;48.3266678;56.0600014;59.0066681;61.4600029;61.9400024;109.313339;50.0400009;21.2999992;18.9866676;22.0933342;18.293335;21.5;18.3800011;14.753334;46.0266685;13.333333;4.74000025;4.11999989;0.460000008;3.80666685;2.81999993;3.62666678;2.18666673;2.62666655;2.9666667;0.633333325;2.4333334;1.5;0.460000008,47.0466614;42.5399933;97.5266724;100.40667;56.3066673;43.3600006;30.8933315;25.746666;16.0533333;7.62666607;12.5133324;7.42000008;15.166667;7.84666729;2.30666661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.2599945;65.9266586;46.9466629;27.3199997;15.5133333;14.9599991;14.4733324;17.6933327;35.1533318;27.9333324;40.8466644;50.7666626;53.9866638;49.533329;44.793335,44,solid_clouds/keyframe_10.pcd
880,0.058160887,0.011436146,0,-10.7394138,2.33529425;19.8823509;32.1058807;55.9411774;57.8000031;50.1352921;27.1058826;28.1999969;44.2529411;28.9235306;31.4411793;30.8117657;31.1058846;33.5058823;34.3352966;30.1294136;42.5411758;27.7235298;19.5823536;16.0941181;17.7647057;14.0176468;19.5294113;17.1000004;19.2823524;31.252943;8.25882339;2.81764698;1.35882354;0;0;0;0;0;0;0;0;0;0;0,8.17647076;11.7882347;28.2999992;78.2176514;41.776474;32.2058792;21.7470589;20.8882351;10.3117638;14.4705887;15.294117;16.0647068;35.3764725;38.6411819;12.817647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.041172;48.5764771;36.7941246;26.5705872;13.1000004;10.635294;16.0529423;20.4058838;29.0117683;23.1705875;33.4647064;36.6294136;31.6470604;18.6294117;5.52941179,44,solid_clouds/keyframe_11.pcd
960,0.0405363124,0.00168940236,0,-10.9202249,2.70059872;20.7485027;28.3233528;58.8862305;51.7784424;52.3712578;37.9221573;36.1197586;56.2455139;38.7844353;46.9341316;49.4131737;59.7724533;59.724556;60.2994003;60.700592;107.832336;45.9880257;21.5389214;19.9700603;22.1796417;22.4431152;25.6047878;26.6706581;27.3353291;39.1137695;13.5449114;6.50299406;4.85628748;2.64071846;3.33532929;6.5808382;3.75449085;3.05389214;8.87425137;2.011976;3.46706581;2.02395201;0.568862259;0.568862259,44.3532944;42;115.544899;97.8263474;50.6886215;45.101799;31.9580822;23.5628719;11.3173647;17.0718575;18.5389233;17.2035942;44.0838394;46.3532982;15.4610777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.5628738;63.6646767;42.1796417;31.8203583;16.4550896;14.239521;15.2754478;20.0598793;34.3173676;27.0239525;43.323349;46.526947;53.8982086;49.4191628;44.3532906,44,solid_clouds/keyframe_12.pcd
1040,0.0449898719,0.00758972831,0,-10.7416953,2.28402376;17.2544384;32.3550301;54.5325432;59.1775169;52.2899399;38.5562134;34.1893539;54.0473366;41.0295868;43.2011833;53.9053268;58.1893501;59.2899399;66.1183395;61.2485199;114.1716;44.4023666;22.8106499;20.9763317;25.5088768;24.9822483;27.7159767;22.5266266;29.8698235;50;11.6449718;7.84615374;5.01183414;3.14792895;5.25443792;6.34319496;2.74556208;4.60354996;8.4852066;2.71005917;2.81065083;0.905325413;0;0.443786979,44.4674568;46.7041435;112.242615;103.201202;52.1479301;46.2130165;25.6627235;26.6094685;12.2781076;14.5088768;20.2307682;15.1715965;43.8047371;47.3372803;17.0591698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7751579;57.502964;48.6213036;29.2840252;14.656805;15.9526625;13.8284035;19.5266266;33.5384636;27.5858002;43.9349174;48.2307701;53.1893539;48.4319534;41.8875771,44,solid_clouds/keyframe_13.pcd
1120,0.0461092273,0.00807250714,0,-10.7504824,2.31976748;16.5639534;33.3720932;59.360466;56.7441864;51.0639534;36.7848854;32.1569786;53.110466;38.0872116;43.6627922;50.7616272;59.8662796;62.0348778;64.9302368;60.3197708;111.63372;45.8313942;23.7383709;25.5988388;25.5232544;22.5232563;27.6860466;20.9418602;30.1569786;48.831398;12.7732553;7.13953495;6.0348835;3.24418592;3.39534879;5.75;2.7151165;3.8139534;6.75581408;3.84302306;3.3139534;0.877906978;0.465116292;0.430232555,44.151165;48.808136;110.197685;97.1686096;54.1860466;41.2732582;27.2558136;23.7906971;11.9360466;14.5755816;17.3837204;15.7965117;43.9651146;47.6976738;14.9709282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.5348778;62.877903;47.2151146;28.1976738;14.8081398;11.0232563;15.9883728;17.2325573;39.0697708;27.2616272;37.0988388;50.110466;54.9418564;46.4941902;47.1453476,44,solid_clouds/keyframe_14.pcd
1200,0.0455223081,0.00848167965,0,-10.7376521,1.3496933;16.9386501;32.2269936;55.7484665;56.1840477;52.8220863;37.1901817;35.472393;57.7791405;40.2515335;45.9815941;54.0122719;58.9263763;61.9693222;63.8466263;63.5582809;121.711655;47.3619614;26.7177906;26.5398788;28.0981598;27.3435574;29.4601231;26.3680973;29.4417171;48.963192;16.1411057;6.89570522;7.08588982;4.74846649;4.58895683;7.76687145;4.33742332;4.42331314;7.31901836;4.36809826;3.82822084;0.944785237;0;0.472392648,49.134964;48.957058;114.190193;111.036819;54.8772926;43.9202385;28.447855;26.1595097;13.6871166;14.1411047;19.0245399;19.2392635;45.3558311;50.0490761;15.4049072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.4233055;65.3742294;51.7852745;26.5644188;15.5828218;12.4785271;17.7914124;16.7484665;37.2208595;26.472393;45.5950851;49.435585;55.8650284;47.6871185;47.533741,44,solid_clouds/keyframe_15.pcd
1280,0.0485587196,0.00481500588,0,-10.7163074,1.30994153;18.8479538;34.0292397;54.7485352;60.0116959;52.3742714;35.1520462;33.929821;56.7602348;37.9766083;43.66082;54.2748566;56.4970741;64.2163696;65.3567276;63.7192955;110.251465;47.6198845;25.0409355;22.2514629;25.0467834;24.0409374;27.4795322;28.3040924;27.6081848;49.4970779;13.4561405;10.2339182;5.15789509;3.22807002;5.02339172;7.43274832;2.9122808;3.98245621;7.08187151;3.61988306;4.40350866;0.473684222;0;0,43.4327469;47.2456093;114.567253;105.32164;56.0409393;43.6257324;27.5380096;26.1520462;11.3450298;15.8596497;16.8713436;17.4210529;43.8304062;48.1754379;16.9122791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.4912262;64.6257324;50.7953186;25.8654976;15.2807007;14.2865486;16.6374283;19.1461983;35.2748489;26.6140327;42.099411;47.2865486;54.2690048;45.9356689;44.0643234,44,solid_clouds/keyframe_16.pcd
1360,0.130318694,0.0320905936,0,20.6750745,2.15151525;11.5696964;26.4000015;47.3757553;48.4666672;49.8545456;48.1818123;35.6787872;46.5818176;41.8606071;41.6181793;50.515152;66.4121246;67.8302994;76.0121155;130.060608;90.2787781;69.5878754;55.7030296;44.2303047;32.6181831;38.3393936;40.2969704;76.3757553;64.072731;80.3696976;62.5939407;9.0424242;9.1030302;8.19393921;9.64242363;7.04848528;5.30909061;6.70303011;8.18181801;3.16363645;3.23636341;1.80606055;0.715151489;5.78181839,50.6666641;45.8606033;25.8545456;12.5696964;17;19.3757572;21.6909084;82.8909073;65.4787903;79.7090912;78.4787903;74.7393875;69.8545456;60.2121201;13.69697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.12727261;15.39394;28.2787876;33.1939354;35.4303055;45.7090912;49.1090927;53.3272705;39.9090919;43.1757622;40.1151581;62.1272736;159.115143;124.018188;66.8545456,44,solid_clouds/keyframe_17.pcd
1440,0.135688161,0.0173637231,0,20.2076824,1.34146345;12.1524391;22.2926826;45.5853653;40.0792694;44.5731735;43.5060997;34.6280479;55.9329224;41.7926865;53.3902435;66.7317047;68.7560959;68.7561035;76.8353653;117.628044;84.7926788;65.1280441;51.591465;41.5304871;40.1890259;29.5853672;45.0121956;64.6646347;70.6951218;65.2012177;61.8109741;11.1707325;11.2804871;10.2682934;6.80487823;7.5;7.42682934;5.30487823;8.03048801;6.56707287;2.01219511;0.670731723;0.670731723;3.1219511,53.5426865;38.4024353;26.1402416;17.158535;16.9878044;20.1158524;21.0304871;51.1219521;76.8109741;64.5426865;80.5304871;73.8719482;66.9268341;62.3231697;15.6951227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5;14.1402435;31.3414612;29.7682934;30.4999981;48.7195168;47.9938965;48.5914688;43.1707344;40.3719521;48.3841476;56.5;154.536575;135.195129;70.0975647,44,solid_clouds/keyframe_18.pcd
1520,-0.109685959,-0.79636928,0,-114.895768,1.42574263;12.8712873;42.8613853;29.0693073;21.6237621;29.4257431;31.7623749;12.0990095;9.95049477;15;20.3762398;20.9009914;25.6435642;27.9405956;37.0198059;44.7623787;28.7029724;28.9108925;23.782177;25.39604;34.7623749;37.811882;31.0594063;102.702965;44.1386147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52.415844;63.6534653;65.9999924;64.732666;82.7524643;41.1683159;23.4356422;15.39604;12.3564358;9.79207897;9.63366318;8.96039581;10.8712873;2.98019791;1.19801974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.702970326;0;5.25742579;1.38613868;0.356435657;5.28712893;0.356435657;6.66336632;3.03960419;2.58415842;4.77227736;33.3366318;74.7227707;74.7524719;61.4356422,44,solid_clouds/keyframe_19.pcd
1600,-0.50742637,-6.86815403,0,-86.8865058,1.8018018;12.9009008;43.216217;33.8828812;24.6396408;28.8198204;16.4594593;11.9459457;12.8288288;19.6666679;23.2072067;40.099102;27.2522526;42.2522507;12.6576576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18.0540524;11.2882872;8.07207203;5.55855846;5;5.09909916;1.54054046;4.89189196;0.360360354;3.67567563;2.57657647;1.74774766;4.29729748;0.45045042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.2882881;22.8198166;16.189188;19.9549561;21.8918915;21.6036034;16.9008999;20.9639645;19.3423424;16.9099083;14.6486473;19.9369354;15.1441431;16.0990982;19.3243237,44,solid_clouds/keyframe_20.pcd
1680,-0.893544239,-8.58962932,0,-177.422291,1.29936302;20.8152866;36.4267502;45.0509567;33.2611465;40.7707024;36.6496811;27.7261143;45.3248405;42.8598747;45.7197418;59.5605087;88.9681549;26.9235668;14.031846;14.5477705;7.26114655;10.5541401;7.85987282;12.8662424;10.0764332;8.38216591;5.9872613;4.90445852;6.26114655;9.47770691;7.56687927;2.85350323;2.57324839;1.91082811;4.25477695;3.9808917;0.445859879;0;0;0.445859879;0.445859879;0;3.08280253;1.55414009,19.1019115;23.7579613;16.4840755;21.1974525;14.4458599;27.5732498;19.2929916;13.8789806;15.2101917;15.7515926;9.52229309;12.6114645;10.5350313;9.36305714;8.77707005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.4840775;52.0509567;48.7197418;44.8980865;39.1019096;28.3821678;28.7707024;26.554142;26.7388535;28.3375816;28;25.0382156;19.4012718;20.5859871;19.1146507,44,solid_clouds/keyframe_21.pcd
1760,-0.895929774,-8.58888073,0,-177.958655,1.6774193;19.8967743;35.9483871;46.2000008;32.7612915;42.2645187;30.4967728;26.754837;39.5935478;39.3225822;46.8645134;65.7741928;89.7161179;28.6129036;16.63871;12.5870972;7.6193552;11.8387108;8.62580681;12.2967749;6.93548393;9.02580643;6.50967789;3.27741909;6.87096786;9.18064499;8.11612892;3.02580667;1.78709674;2.64516139;3.05161285;3.56774211;0.864516139;0.43225807;0.43225807;0;0;0.864516139;3.16129017;3.5999999,20.0451603;23.1870956;16.329031;19.5677433;16.0258064;19.3225803;21.4516144;14.5870972;12.606452;14.5935478;10.5677414;10.2967739;8.47096825;9.40000057;7.38709688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.3870964;52.2193565;46.0903282;47.1096802;37.2000008;31.5806446;25.8258057;32.3225822;27.3806458;24.309679;30.36129;27.1032257;20.7225819;19.6516113;19.7354851,44,solid_clouds/keyframe_22.pcd
1840,-0.890680684,-8.59089157,0,-178.010718,1.25641024;19.0705128;36.8846169;43.6089706;37.5961533;46.0833321;38.5897446;33.1346169;47.6666641;50.3141098;52.7115402;69.9807739;86.7756424;30.5128231;14.9615393;11.2756414;8.02564144;9.42307663;8.08974361;12.999999;6.79487181;7.80769253;6.85897446;3.19230771;6.26923084;8.91666603;7.48717976;2.53846145;2.17307687;2.59615374;3.98717928;2.98717952;0.897435904;0;0.448717952;0.448717952;0;0.897435904;3.51923084;3.07051277,20.3717957;28.9743557;20.0448704;22.9807663;15.9038467;28.4038467;19.9294891;16.6923084;14.8846149;14.2115374;10.1025639;13.1794872;9.83333302;9.4871788;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.8397427;53.9423103;45.8589706;44.5192299;38;30.2884674;27.1666698;34.1858978;25.6153831;28.8333359;31.9743576;26.3717957;21.1730766;23.2115383;20.8717937,44,solid_clouds/keyframe_23.pcd
1920,-0.894136297,-8.59249122,0,-178.035864,1.39597321;19.8255043;37.557045;42.4362411;35.7583885;45.6577187;38.577179;34.8859062;52.0604019;53.4630852;53.7583847;69.7382584;88.7449722;29.5167789;15.5167799;11.9664431;7.14093971;10.1140938;8.40268421;12.1476507;7.50335598;9.2147646;6.07382488;3.31543636;6.51677799;9.24832249;7.75167751;2.2281878;2.67114091;3.48993301;2.85906029;3.83221459;0;0.912751675;0.456375837;0.456375837;0;0.912751675;3.36912751;3.63758373,23.4295292;27.8590603;20.0067101;23.046978;16.9127541;28.1208076;24.6040287;15.6040277;15.3892622;16.3422813;9.63087273;14.2416096;9.95301914;6.9530201;8.24161148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.5100651;55.8859024;46.026844;44.7047005;39.1744995;31.6174507;28.0402679;32.5369148;25.6711407;27.7785225;31.5771828;27.0469799;22.510067;24.2684574;19.4295311,44,solid_clouds/keyframe_24.pcd
2000,-0.893937867,-8.59373274,0,-178.031725,1.31578946;15;38.6644745;45.0131569;37.0592117;45.8552628;40.7171021;33.9078941;51.328949;48.4013176;54.2039452;70.4671097;87.2368546;30.6249981;14.8618412;11.9276314;7.97368431;10.1776323;8.32236767;12.3552618;7.375;9.23026276;7.48026276;4.16447353;6.48684216;8.82236862;8.16447353;2.21710539;2.65789461;3.88157892;3.24342108;3.44736838;0;0.881578922;0.440789461;0.440789461;0;0.881578922;3.17105269;3.59210539,21.8486862;27.7434216;18.6973705;22.4078941;17.7236824;26.9473705;23.3749981;15.2894745;16.4802628;15.0263147;10.7368412;12.5263157;9.40131569;10.4473686;7.78947449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.6907883;57.453949;45.6381607;48.1644745;38.9934273;28.4802608;29.3552628;33.2763176;25.3947372;29.75;29.8026314;26.1907883;24.8223686;22.6513157;19.8881569,44,solid_clouds/keyframe_25.pcd
2080,-1.03310739,-8.66914066,0,-94.3568511,1.65765762;12.9909906;45.4504471;38.378376;22.4684677;22.1351357;16.5855846;17.3423424;13.0900898;11;10.6486483;13.6396389;6.53153133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8.88288307;10.4954948;7.97297287;8.39639664;9.82882881;6.0450449;2.85585594;5.21621609;3.68468475;2.54954958;1.96396399;3.01801801;3.72072077;0.270270288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54954958;6.91891956;15.1441431;11.4144154;8.34234142;10.4954948;16.0900898;9.13513565;13.0450449;9.84684753;8.99099064;8.81081009;9.58558559;7.2522521;9.41441441;9.98198128,44,solid_clouds/keyframe_26.pcd
