wall_time,ros_time,tf_map__odom_stamp,tf_map__odom_x,tf_map__odom_y,tf_map__odom_z,tf_map__odom_yaw,tf_odom__base_footprint_stamp,tf_odom__base_footprint_x,tf_odom__base_footprint_y,tf_odom__base_footprint_z,tf_odom__base_footprint_yaw,tf_map__base_footprint_stamp,tf_map__base_footprint_x,tf_map__base_footprint_y,tf_map__base_footprint_z,tf_map__base_footprint_yaw,tf_map_ground__base_footprint_stamp,tf_map_ground__base_footprint_x,tf_map_ground__base_footprint_y,tf_map_ground__base_footprint_z,tf_map_ground__base_footprint_yaw,tf_odom_ground__base_footprint_stamp,tf_odom_ground__base_footprint_x,tf_odom_ground__base_footprint_y,tf_odom_ground__base_footprint_z,tf_odom_ground__base_footprint_yaw,status_stamp,status_converged,status_error,status_inlier,status_rel_x,status_rel_y,status_rel_yaw,hdl_odom_stamp,hdl_odom_x,hdl_odom_y,hdl_odom_z,hdl_odom_yaw,hdl_odom_vx,hdl_odom_vy,hdl_odom_wz,fastlio_odom_stamp,fastlio_odom_x,fastlio_odom_y,fastlio_odom_z,fastlio_odom_yaw,fastlio_odom_vx,fastlio_odom_vy,fastlio_odom_wz,robot_realpose_stamp,robot_realpose_x,robot_realpose_y,robot_realpose_z,robot_realpose_yaw,cmd_vx,cmd_vy,cmd_wz,plan_n,plan_len,local_plan_n,local_plan_len,goal_x,goal_y,goal_yaw,topic_fast_lio_cloud_registered_count,topic_fast_lio_cloud_registered_hz,topic_fast_lio_cloud_registered_stamp,topic_fast_lio_cloud_registered_age,topic_airy_points_filtered_count,topic_airy_points_filtered_hz,topic_airy_points_filtered_stamp,topic_airy_points_filtered_age,topic_airy_points_count,topic_airy_points_hz,topic_airy_points_stamp,topic_airy_points_age,topic_imu_standard_count,topic_imu_standard_hz,topic_imu_standard_stamp,topic_imu_standard_age,topic_airy_imu_count,topic_airy_imu_hz,topic_airy_imu_stamp,topic_airy_imu_age
0.227233,1778659228.998562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,nan,,0,,nan,,2,10.270968373881209,1778659228.8415716,0.1036677360534668,0,,nan,,36,198.1235567612068,1778659228.9964058,0.0004324913024902344
0.428454,1778659229.199783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659229.1716712,-1.2249050150945964,6.067086611946334,-0.0011285977867152575,1.2008898708397662,,,,,,,,,,,0,,nan,,0,,nan,,4,10.039015446772423,1778659229.0415797,0.10512447357177734,0,,nan,,76,199.6874931561763,1778659229.194846,0.0014531612396240234
0.627171,1778659229.398497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659229.3710363,-1.2341298529546765,6.069420324336718,-0.0020369779445383873,1.2003079619997596,,,,,,,,,,,0,,nan,,0,,nan,,6,10.016396660678916,1778659229.2416086,0.10544991493225098,0,,nan,,116,201.25253106856675,1778659229.394933,0.001129150390625
0.827283,1778659229.598613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659229.5710013,-1.2287408118757863,6.071207544413083,0.0036768437411176524,1.2016183398985807,,,,,,,,,,,0,,nan,,0,,nan,,8,10.03708440378577,1778659229.4460065,0.09928131103515625,0,,nan,,155,199.96681764004768,1778659229.5897648,0.0004458427429199219
1.028995,1778659229.800321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659229.7753627,-1.2233080283214552,6.077906988305802,-0.0017828506086028373,1.203412509349495,,,,,,,,,,,0,,nan,,0,,nan,,10,10.021657061482735,1778659229.6415305,0.1043856143951416,0,,nan,,196,198.74638690662346,1778659229.795039,0.003031015396118164
1.228278,1778659229.999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659229.7753627,-1.2233080283214552,6.077906988305802,-0.0017828506086028373,1.203412509349495,,,,,,,,,,,0,,nan,,0,,nan,,10,10.021657061482735,1778659229.6415305,0.1043856143951416,0,,nan,,199,196.9467484072605,1778659229.812538,0.0016722679138183594
1.427272,1778659230.198605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778659230.171047,-1.233345446687749,6.079007871506303,0.001170100424632059,1.20338264437045,,,,,,,,,,,0,,nan,,0,,nan,,14,9.850805493663527,1778659230.0416214,0.1259324550628662,0,,nan,,224,97.98260175645729,1778659230.194988,0.0005750656127929688
1.627717,1778659230.399063,1778659230.25623,0.5671842900291915,1.05740070017043,1.310303361356912,0.3931699708995508,,,,,,,,,,,,,,,,,,,,,1778659230.0416214,1,0.005600652191787958,0.9948170185089111,-1.23894202709198,6.072979927062988,1.1938851643178117,1778659230.25623,-1.2388927936553955,6.0733866691589355,0.0,1.202554499734941,0.0,0.0,0.0,,,,,,,,,1778659230.271219,-1.2340530361526711,6.0642824597348906,0.0010841465556952201,1.2036178211436477,,,,,,,,,,,0,,nan,,1,,1778659230.2693768,0.05078744888305664,15,10.013949206715184,1778659230.1415546,0.1043860912322998,1,,1778659230.3350399,0.001316070556640625,253,266.0634471559156,1778659230.3398259,0.000301361083984375
1.827482,1778659230.598818,1778659230.25623,0.5671842900291915,1.05740070017043,1.310303361356912,0.3931699708995508,,,,,,,,,,,,,,,,,,,,,1778659230.0416214,1,0.005600652191787958,0.9948170185089111,-1.23894202709198,6.072979927062988,1.1938851643178117,1778659230.25623,-1.2388927936553955,6.0733866691589355,0.0,1.202554499734941,0.0,0.0,0.0,,,,,,,,,1778659230.271219,-1.2340530361526711,6.0642824597348906,0.0010841465556952201,1.2036178211436477,,,,,,,,,,,0,,nan,,1,,1778659230.2693768,0.05078744888305664,15,10.013949206715184,1778659230.1415546,0.1043860912322998,1,,1778659230.3350399,0.001316070556640625,253,266.0634471559156,1778659230.3398259,0.000301361083984375
2.027184,1778659230.798510,1778659230.7459922,0.5674731979779326,1.0517132600574295,1.283974248565409,0.39306962099765574,1778659230.7583575,0.25807902877833744,5.361058272978086,-1.0598921742149479,0.8093895642150284,1778659230.7459922,-1.2286689119165872,6.058505573606875,0.0010575141784217035,1.2028438863634627,1778659230.7459922,-1.2286689119165872,6.058505573606875,1.2160575141784218,1.2028438863634627,1778659230.7583575,0.25807902877833744,5.361058272978086,0.15510782578505222,0.8093895642150284,1778659230.5415735,1,0.00606041494756937,0.9943878054618835,-1.2318512201309204,6.062638282775879,1.1944741834513675,1778659230.7459922,-1.2320942878723145,6.063462257385254,0.0,1.2027404034745774,0.0,0.0,0.0,1778659230.758264,5.361566726366399,-0.15610134458450656,-0.3108474256923346,-0.04038901670381674,0.0,0.0,0.0,1778659230.7718444,-1.2286689119165872,6.058505573606875,0.0010575141784217035,1.2028438863634627,,,,,,,,,,,5,54.118829574816054,1778659230.6415784,0.12354469299316406,5,10.19628120394427,1778659230.661788,0.05068492889404297,20,10.004289106841142,1778659230.6415784,0.1054842472076416,34,71.55428450901691,1778659230.794782,0.0027735233306884766,286,92.50858300091619,1778659230.794782,0.0009653568267822266
