wall_time,ros_time,msg_stamp,has_converged,matching_error,inlier_fraction,relative_x,relative_y,relative_z,relative_yaw
3.193168,1778659231.964498,1778659231.742053,1,0.005664,0.994706,-1.217890,6.075336,0.343031,1.195693
3.283318,1778659232.054642,1778659231.841998,1,0.005600,0.994939,-1.223458,6.070940,0.339839,1.194919
3.396140,1778659232.167469,1778659231.941592,1,0.005746,0.994698,-1.226750,6.073789,0.338200,1.194363
3.487439,1778659232.258764,1778659232.041761,1,0.005977,0.994290,-1.229045,6.070829,0.342331,1.194359
3.594398,1778659232.365723,1778659232.141583,1,0.005643,0.994807,-1.238063,6.075363,0.344123,1.194454
3.698753,1778659232.470081,1778659232.241599,1,0.005810,0.994836,-1.234520,6.073036,0.347650,1.193429
3.776322,1778659232.547645,1778659232.341602,1,0.005823,0.994731,-1.237509,6.076335,0.340565,1.194167
3.896898,1778659232.668249,1778659232.446454,1,0.006518,0.993639,-1.231834,6.078003,0.340038,1.193951
3.992776,1778659232.764106,1778659232.541616,1,0.006186,0.994196,-1.226820,6.071043,0.339925,1.194658
4.086092,1778659232.857418,1778659232.641586,1,0.006206,0.994112,-1.227723,6.067641,0.344193,1.194098
4.179202,1778659232.950530,1778659232.742004,1,0.006147,0.994070,-1.235474,6.067097,0.343547,1.193481
4.299036,1778659233.070362,1778659232.841600,1,0.006139,0.994382,-1.231800,6.068928,0.345465,1.193757
4.367610,1778659233.138939,1778659232.941603,1,0.006088,0.994289,-1.224237,6.071306,0.344125,1.195526
4.480531,1778659233.251861,1778659233.041640,1,0.005970,0.994622,-1.226959,6.071446,0.342800,1.193926
4.589945,1778659233.361270,1778659233.141605,1,0.006103,0.994472,-1.224229,6.068071,0.344734,1.193508
4.687322,1778659233.458659,1778659233.241637,1,0.006030,0.994318,-1.227234,6.064866,0.343454,1.193200
4.810417,1778659233.581743,1778659233.341603,1,0.005755,0.994714,-1.221548,6.065771,0.340755,1.194157
4.876326,1778659233.647649,1778659233.446181,1,0.005891,0.994391,-1.214530,6.068491,0.335649,1.195852
4.982530,1778659233.753855,1778659233.541919,1,0.005554,0.994649,-1.222714,6.065803,0.341023,1.193039
5.079372,1778659233.850696,1778659233.641613,1,0.005479,0.994862,-1.227444,6.064021,0.346074,1.193839
5.187852,1778659233.959188,1778659233.741599,1,0.005531,0.994870,-1.217484,6.067913,0.342800,1.196240
5.268829,1778659234.040158,1778659233.841830,1,0.005426,0.994781,-1.224191,6.067921,0.347747,1.194503
5.375381,1778659234.146704,1778659233.941941,1,0.005489,0.994795,-1.221730,6.076408,0.342987,1.193724
5.489642,1778659234.260965,1778659234.041621,1,0.005600,0.994651,-1.224504,6.075534,0.341376,1.194781
5.598147,1778659234.369494,1778659234.141636,1,0.005439,0.994917,-1.226236,6.075824,0.341094,1.194565
5.713424,1778659234.484755,1778659234.242105,1,0.005459,0.994912,-1.235360,6.074361,0.344127,1.193441
5.823054,1778659234.594382,1778659234.341637,1,0.005627,0.994731,-1.238228,6.076119,0.346624,1.194005
5.908006,1778659234.679375,1778659234.446147,1,0.005774,0.994519,-1.234737,6.082326,0.336750,1.194043
5.994426,1778659234.765752,1778659234.542256,1,0.005511,0.994825,-1.236061,6.073820,0.340544,1.194271
6.104347,1778659234.875670,1778659234.641671,1,0.005565,0.995066,-1.231693,6.070505,0.341853,1.195549
6.196212,1778659234.967541,1778659234.741664,1,0.005660,0.995014,-1.227153,6.066782,0.343810,1.195129
6.278834,1778659235.050159,1778659234.841640,1,0.005847,0.994537,-1.228870,6.064079,0.344624,1.194763
6.387709,1778659235.159034,1778659234.941648,1,0.005870,0.994129,-1.233946,6.063678,0.342964,1.194835
6.476246,1778659235.247572,1778659235.041646,1,0.005885,0.994008,-1.227488,6.068718,0.344776,1.194134
6.581129,1778659235.352475,1778659235.141670,1,0.005838,0.994402,-1.227184,6.066276,0.340931,1.195570
6.683294,1778659235.454617,1778659235.241643,1,0.005930,0.994390,-1.221534,6.069065,0.344728,1.195075
6.820515,1778659235.591842,1778659235.341651,1,0.005881,0.994598,-1.219347,6.069398,0.341169,1.194165
6.892044,1778659235.663372,1778659235.446288,1,0.006137,0.994210,-1.217632,6.073208,0.335796,1.193894
6.966901,1778659235.738226,1778659235.541929,1,0.005903,0.994557,-1.221503,6.069905,0.341240,1.194386
7.091252,1778659235.862577,1778659235.641897,1,0.006350,0.994071,-1.219277,6.061415,0.342154,1.195254
7.176573,1778659235.947896,1778659235.741746,1,0.005925,0.994624,-1.222268,6.066354,0.346420,1.193810
7.316772,1778659236.088100,1778659235.841661,1,0.005951,0.994694,-1.220374,6.065369,0.345526,1.195099
7.407348,1778659236.178692,1778659235.941661,1,0.005878,0.994618,-1.219613,6.069479,0.345640,1.195012
7.480490,1778659236.251814,1778659236.041785,1,0.005994,0.994366,-1.221678,6.071873,0.345079,1.194430
7.587450,1778659236.358774,1778659236.141668,1,0.005924,0.994382,-1.220365,6.071220,0.343031,1.196481
7.691452,1778659236.462780,1778659236.241791,1,0.005989,0.994233,-1.223500,6.068739,0.340336,1.195005
7.792042,1778659236.563370,1778659236.341672,1,0.005972,0.994277,-1.229728,6.075516,0.341990,1.194208
7.876385,1778659236.647719,1778659236.446125,1,0.006259,0.993872,-1.231916,6.076456,0.339773,1.193531
7.986760,1778659236.758087,1778659236.541698,1,0.005957,0.994496,-1.231316,6.074697,0.342988,1.195368
8.078305,1778659236.849630,1778659236.641676,1,0.005950,0.994331,-1.235505,6.078434,0.346884,1.193865
8.183958,1778659236.955285,1778659236.741762,1,0.005974,0.994346,-1.236508,6.074314,0.343586,1.193544
8.310511,1778659237.081837,1778659236.841951,1,0.005928,0.994612,-1.233512,6.071326,0.342366,1.194429
8.390768,1778659237.162092,1778659236.942048,1,0.005983,0.994599,-1.232324,6.071340,0.344864,1.194318
8.482168,1778659237.253495,1778659237.041786,1,0.006134,0.994390,-1.230267,6.063224,0.341740,1.196088
8.571815,1778659237.343143,1778659237.141868,1,0.006050,0.994493,-1.228692,6.062334,0.339967,1.195818
8.674722,1778659237.446052,1778659237.241827,1,0.005880,0.994635,-1.226262,6.062685,0.342797,1.194526
8.794308,1778659237.565635,1778659237.341703,1,0.006081,0.994333,-1.227901,6.066100,0.342306,1.194109
8.893961,1778659237.665301,1778659237.446136,1,0.006318,0.993952,-1.222962,6.075257,0.341748,1.193196
8.972207,1778659237.743535,1778659237.541701,1,0.005967,0.994612,-1.221607,6.066195,0.345645,1.193921
9.070340,1778659237.841671,1778659237.641711,1,0.006283,0.994009,-1.220670,6.073168,0.341886,1.193543
9.196527,1778659237.967853,1778659237.741714,1,0.006167,0.994177,-1.226703,6.070433,0.342823,1.192452
9.276520,1778659238.047845,1778659237.841983,1,0.006147,0.994392,-1.222340,6.068882,0.341456,1.193963
9.382341,1778659238.153667,1778659237.941992,1,0.005887,0.994628,-1.214205,6.068247,0.337397,1.195476
9.480907,1778659238.252231,1778659238.041925,1,0.006087,0.994437,-1.222606,6.065510,0.345318,1.194002
9.575724,1778659238.347048,1778659238.141721,1,0.006158,0.993993,-1.221812,6.067760,0.347321,1.194614
9.687854,1778659238.459178,1778659238.241724,1,0.006114,0.993970,-1.223045,6.073133,0.345740,1.194879
9.803020,1778659238.574346,1778659238.341696,1,0.006030,0.994744,-1.226614,6.068955,0.346176,1.193709
9.867438,1778659238.638762,1778659238.446311,1,0.006411,0.994401,-1.230262,6.076926,0.335845,1.193999
9.981962,1778659238.753287,1778659238.541720,1,0.006063,0.995035,-1.237959,6.072353,0.345296,1.194131
10.077047,1778659238.848373,1778659238.641886,1,0.005840,0.995217,-1.233373,6.076078,0.342953,1.194245
10.178295,1778659238.949623,1778659238.741745,1,0.005823,0.995122,-1.232490,6.071066,0.344065,1.195492
10.285557,1778659239.056882,1778659238.841720,1,0.005847,0.994965,-1.233035,6.067419,0.346019,1.195253
10.385543,1778659239.156868,1778659238.941711,1,0.005683,0.995365,-1.234200,6.067381,0.342903,1.194858
10.484123,1778659239.255449,1778659239.041929,1,0.005676,0.995370,-1.228227,6.061613,0.344332,1.195361
10.587923,1778659239.359250,1778659239.141714,1,0.005689,0.995202,-1.222131,6.063758,0.344186,1.195362
10.693569,1778659239.464894,1778659239.242113,1,0.005555,0.995550,-1.227749,6.065133,0.339522,1.194338
10.779383,1778659239.550707,1778659239.341774,1,0.005798,0.995289,-1.222582,6.069154,0.341491,1.195208
10.860065,1778659239.631396,1778659239.446387,1,0.005810,0.995432,-1.226883,6.072835,0.340339,1.194049
10.988438,1778659239.759763,1778659239.541724,1,0.005705,0.995403,-1.221444,6.062101,0.341874,1.196518
11.082393,1778659239.853741,1778659239.641984,1,0.005823,0.995319,-1.215474,6.067996,0.345267,1.194606
11.184707,1778659239.956029,1778659239.741985,1,0.005796,0.995255,-1.215890,6.066432,0.343916,1.195001
11.277303,1778659240.048627,1778659239.841881,1,0.006008,0.995089,-1.216234,6.068233,0.342745,1.194854
11.372067,1778659240.143398,1778659239.941733,1,0.005768,0.995436,-1.218294,6.066192,0.343012,1.195301
11.468316,1778659240.239647,1778659240.041732,1,0.006037,0.994856,-1.213332,6.069225,0.343529,1.195741
11.582403,1778659240.353739,1778659240.141734,1,0.006036,0.994944,-1.214706,6.070558,0.343908,1.195237
11.692357,1778659240.463683,1778659240.241867,1,0.005962,0.995089,-1.219634,6.070190,0.343360,1.194409
11.785255,1778659240.556585,1778659240.341733,1,0.006125,0.994907,-1.218590,6.065129,0.341404,1.195875
11.869380,1778659240.640705,1778659240.446493,1,0.006343,0.994437,-1.216452,6.073715,0.338376,1.194244
12.004518,1778659240.775843,1778659240.541752,1,0.006065,0.995018,-1.217453,6.065867,0.340644,1.197916
12.091624,1778659240.862949,1778659240.642550,1,0.006227,0.994977,-1.221824,6.067079,0.348975,1.195712
12.180346,1778659240.951670,1778659240.742617,1,0.006188,0.995044,-1.230390,6.073091,0.345014,1.195498
12.311684,1778659241.083033,1778659240.842023,1,0.006066,0.995275,-1.234511,6.075544,0.345060,1.195037
12.381102,1778659241.152427,1778659240.941772,1,0.006086,0.995278,-1.239547,6.076664,0.344240,1.192981
12.469466,1778659241.240794,1778659241.041784,1,0.005912,0.995537,-1.235427,6.077115,0.342963,1.194489
12.584228,1778659241.355561,1778659241.141748,1,0.005866,0.995510,-1.239424,6.071100,0.343651,1.194513
12.680285,1778659241.451613,1778659241.241799,1,0.006159,0.995122,-1.227303,6.069446,0.340496,1.194788
12.806386,1778659241.577714,1778659241.342362,1,0.006009,0.995379,-1.231025,6.065043,0.345342,1.194235
12.881730,1778659241.653062,1778659241.446213,1,0.006320,0.995114,-1.235112,6.069514,0.342647,1.193148
12.973935,1778659241.745274,1778659241.542361,1,0.006059,0.995568,-1.232642,6.067798,0.341377,1.193751
13.079211,1778659241.850537,1778659241.641963,1,0.006335,0.995107,-1.229204,6.066738,0.343727,1.194392
13.194828,1778659241.966157,1778659241.741760,1,0.006466,0.994607,-1.222289,6.069187,0.341667,1.194307
13.279159,1778659242.050483,1778659241.841799,1,0.006204,0.994940,-1.228664,6.065917,0.340009,1.192421
13.375950,1778659242.147274,1778659241.941775,1,0.006261,0.994869,-1.223694,6.067090,0.341185,1.194695
13.479753,1778659242.251076,1778659242.041754,1,0.006224,0.994948,-1.221471,6.066725,0.342882,1.194079
13.582279,1778659242.353605,1778659242.141973,1,0.006196,0.994932,-1.219737,6.068121,0.345657,1.193936
13.675496,1778659242.446820,1778659242.241779,1,0.006291,0.995091,-1.218317,6.069615,0.346659,1.194181
13.778034,1778659242.549357,1778659242.341774,1,0.006115,0.995416,-1.220403,6.071096,0.344283,1.194381
13.867971,1778659242.639302,1778659242.446225,1,0.006399,0.994796,-1.223523,6.071904,0.335606,1.193931
13.999979,1778659242.771303,1778659242.541848,1,0.006551,0.994409,-1.222790,6.071399,0.342387,1.194500
14.085357,1778659242.856687,1778659242.641795,1,0.006317,0.994689,-1.220243,6.067433,0.344487,1.195391
14.189204,1778659242.960543,1778659242.741792,1,0.006353,0.994808,-1.229823,6.076650,0.344403,1.193048
14.282469,1778659243.053794,1778659242.841794,1,0.006344,0.994420,-1.234368,6.075801,0.349538,1.194118
14.378643,1778659243.149971,1778659242.942029,1,0.006165,0.994808,-1.224380,6.075608,0.342279,1.195726
14.471461,1778659243.242793,1778659243.041795,1,0.006250,0.994670,-1.228493,6.071305,0.342459,1.196117
14.583549,1778659243.354873,1778659243.141793,1,0.006010,0.995009,-1.225892,6.066987,0.340783,1.195618
14.677232,1778659243.448558,1778659243.241853,1,0.006168,0.994748,-1.227108,6.066959,0.344394,1.195527
14.802796,1778659243.574118,1778659243.341846,1,0.006387,0.994438,-1.226836,6.065163,0.340524,1.197658
14.880904,1778659243.652228,1778659243.446432,1,0.006203,0.995031,-1.232122,6.072968,0.339333,1.193902
14.977190,1778659243.748515,1778659243.541803,1,0.006127,0.994840,-1.228386,6.066308,0.344949,1.194496
15.117118,1778659243.888443,1778659243.642221,1,0.006060,0.994843,-1.222404,6.067999,0.344374,1.196026
15.188656,1778659243.959985,1778659243.741791,1,0.006328,0.994714,-1.221128,6.067388,0.342393,1.195389
15.275683,1778659244.047045,1778659243.841821,1,0.006176,0.994925,-1.222562,6.069228,0.346167,1.194837
15.368332,1778659244.139665,1778659243.941812,1,0.005963,0.995163,-1.217468,6.069861,0.341238,1.195989
15.459538,1778659244.230867,1778659244.041805,1,0.006047,0.995011,-1.213320,6.067831,0.340843,1.196704
15.578550,1778659244.349876,1778659244.141976,1,0.006245,0.994736,-1.219371,6.066014,0.345722,1.193613
15.676177,1778659244.447508,1778659244.242246,1,0.006148,0.995091,-1.212562,6.069485,0.344367,1.196040
15.789804,1778659244.561129,1778659244.341823,1,0.006102,0.995153,-1.211493,6.066310,0.342762,1.196625
15.882927,1778659244.654250,1778659244.446264,1,0.006550,0.994717,-1.214616,6.072022,0.338684,1.194149
15.978882,1778659244.750210,1778659244.541848,1,0.006403,0.994531,-1.221449,6.066724,0.344454,1.195449
16.081320,1778659244.852646,1778659244.641821,1,0.006217,0.994944,-1.217840,6.064937,0.349036,1.195257
16.198083,1778659244.969409,1778659244.742058,1,0.006213,0.995101,-1.215233,6.065689,0.346573,1.196267
16.271609,1778659245.042945,1778659244.841818,1,0.005909,0.995711,-1.211836,6.069364,0.346914,1.197542
16.389342,1778659245.160668,1778659244.941810,1,0.005860,0.995932,-1.217960,6.069159,0.343222,1.194904
16.483066,1778659245.254390,1778659245.041905,1,0.005967,0.995445,-1.225038,6.068157,0.345672,1.195872
16.587196,1778659245.358529,1778659245.142414,1,0.006102,0.995308,-1.230681,6.071085,0.342336,1.194526
16.676392,1778659245.447719,1778659245.241819,1,0.006387,0.994657,-1.230991,6.075624,0.340535,1.196310
16.800150,1778659245.571491,1778659245.341877,1,0.006494,0.994216,-1.232890,6.076541,0.341385,1.193797
16.862220,1778659245.633553,1778659245.446269,1,0.006909,0.993731,-1.229043,6.076880,0.339818,1.194971
16.987798,1778659245.759125,1778659245.541842,1,0.006156,0.994476,-1.226834,6.068813,0.343845,1.195383
17.072114,1778659245.843464,1778659245.641840,1,0.006268,0.994324,-1.225225,6.063439,0.347007,1.195738
17.171129,1778659245.942461,1778659245.742347,1,0.006309,0.994898,-1.233003,6.067913,0.346693,1.192375
17.277502,1778659246.048826,1778659245.842098,1,0.006278,0.994902,-1.225636,6.069625,0.348221,1.195116
17.375085,1778659246.146416,1778659245.941827,1,0.006234,0.994977,-1.225926,6.071089,0.343619,1.194645
17.475305,1778659246.246634,1778659246.041867,1,0.006077,0.994965,-1.221387,6.070101,0.341535,1.195832
17.583804,1778659246.355152,1778659246.141848,1,0.006063,0.994663,-1.216277,6.070088,0.345284,1.195182
17.669113,1778659246.440444,1778659246.241876,1,0.006070,0.994587,-1.216688,6.066158,0.342825,1.195544
17.780131,1778659246.551460,1778659246.342143,1,0.006067,0.994578,-1.213673,6.066000,0.343740,1.195469
17.869439,1778659246.640768,1778659246.446676,1,0.006069,0.994586,-1.212473,6.062473,0.339298,1.195916
17.987329,1778659246.758652,1778659246.542191,1,0.006347,0.994100,-1.212901,6.063864,0.346242,1.195327
18.073867,1778659246.845193,1778659246.642778,1,0.006187,0.994742,-1.216782,6.064083,0.346209,1.195447
18.221559,1778659246.992892,1778659246.741884,1,0.006339,0.994245,-1.215140,6.066958,0.344791,1.195427
18.288560,1778659247.059889,1778659246.841869,1,0.006357,0.994418,-1.214999,6.064575,0.342026,1.195023
18.375348,1778659247.146675,1778659246.943645,1,0.006146,0.994723,-1.209419,6.066086,0.345721,1.195921
18.487942,1778659247.259267,1778659247.042282,1,0.006078,0.994749,-1.217575,6.061735,0.346504,1.194911
18.588249,1778659247.359573,1778659247.141857,1,0.006191,0.994805,-1.220864,6.061510,0.341534,1.195948
18.680620,1778659247.451945,1778659247.241874,1,0.005761,0.995613,-1.226351,6.067698,0.343360,1.195295
18.768511,1778659247.539839,1778659247.341871,1,0.006326,0.994981,-1.227720,6.072965,0.345039,1.195437
18.890115,1778659247.661440,1778659247.446516,1,0.007081,0.994250,-1.226997,6.072254,0.342384,1.194780
18.980983,1778659247.752318,1778659247.541880,1,0.007519,0.993277,-1.226787,6.066941,0.347013,1.195623
19.083030,1778659247.854355,1778659247.642139,1,0.007515,0.993338,-1.220855,6.074897,0.343720,1.196698
19.176286,1778659247.947617,1778659247.742108,1,0.007966,0.993373,-1.222946,6.069358,0.343949,1.195258
19.285517,1778659248.056875,1778659247.841855,1,0.008164,0.993146,-1.226217,6.071013,0.341764,1.194666
19.376243,1778659248.147566,1778659247.941885,1,0.008306,0.993264,-1.221420,6.068123,0.344873,1.196444
19.473026,1778659248.244358,1778659248.041856,1,0.008446,0.992936,-1.221618,6.071066,0.347962,1.193276
19.576808,1778659248.348132,1778659248.142086,1,0.008597,0.992891,-1.222745,6.068121,0.344976,1.195193
19.679535,1778659248.450859,1778659248.241875,1,0.008624,0.992680,-1.220384,6.071908,0.343472,1.193540
19.785134,1778659248.556475,1778659248.341869,1,0.007878,0.993558,-1.222295,6.073147,0.340886,1.193225
19.873094,1778659248.644422,1778659248.446355,1,0.008147,0.993380,-1.219652,6.071984,0.340797,1.192084
19.979553,1778659248.750878,1778659248.542162,1,0.007885,0.993497,-1.219679,6.062664,0.344971,1.193088
20.076861,1778659248.848186,1778659248.642085,1,0.007705,0.993692,-1.216938,6.065969,0.346402,1.192272
20.180342,1778659248.951672,1778659248.741916,1,0.007850,0.993467,-1.218919,6.065862,0.349109,1.193471
20.303386,1778659249.074724,1778659248.842273,1,0.007690,0.993471,-1.217162,6.068621,0.344482,1.194446
20.390032,1778659249.161358,1778659248.941982,1,0.007555,0.993495,-1.215983,6.068533,0.344814,1.195554
20.469628,1778659249.240954,1778659249.041891,1,0.007764,0.993908,-1.220799,6.066091,0.344762,1.194795
20.578451,1778659249.349778,1778659249.141907,1,0.007755,0.994439,-1.220097,6.067236,0.345538,1.193839
20.679947,1778659249.451275,1778659249.241903,1,0.007828,0.994105,-1.218651,6.065618,0.346133,1.195023
20.783832,1778659249.555156,1778659249.341896,1,0.008667,0.993692,-1.223142,6.069273,0.347148,1.196485
20.877550,1778659249.648874,1778659249.446372,1,0.009401,0.992706,-1.224948,6.074024,0.341822,1.193893
20.979447,1778659249.750774,1778659249.541893,1,0.009011,0.993535,-1.231084,6.074330,0.343847,1.194511
21.071418,1778659249.842744,1778659249.642375,1,0.008790,0.993619,-1.226120,6.070365,0.343352,1.196004
21.184405,1778659249.955732,1778659249.742752,1,0.009113,0.993611,-1.225182,6.071410,0.343021,1.196541
21.279852,1778659250.051178,1778659249.841998,1,0.009265,0.993842,-1.231069,6.068454,0.345801,1.195411
21.404888,1778659250.176214,1778659249.941921,1,0.009000,0.994241,-1.241167,6.069241,0.341625,1.192423
21.487478,1778659250.258810,1778659250.041909,1,0.008961,0.994302,-1.236456,6.066326,0.346933,1.192196
21.577101,1778659250.348424,1778659250.142406,1,0.009051,0.994201,-1.236645,6.063074,0.346512,1.192962
21.682120,1778659250.453455,1778659250.241923,1,0.009298,0.993994,-1.232146,6.066962,0.347254,1.193383
21.779030,1778659250.550356,1778659250.341939,1,0.008934,0.994333,-1.236857,6.067515,0.344764,1.189845
21.884684,1778659250.656018,1778659250.446486,1,0.009407,0.993888,-1.229794,6.070005,0.343442,1.191642
21.996997,1778659250.768325,1778659250.541934,1,0.009225,0.993940,-1.230643,6.068325,0.345892,1.190774
22.076448,1778659250.847778,1778659250.642295,1,0.008970,0.994109,-1.226030,6.069960,0.345926,1.190813
22.172210,1778659250.943539,1778659250.741928,1,0.009173,0.994023,-1.225962,6.063631,0.345990,1.193179
22.283103,1778659251.054427,1778659250.841960,1,0.009271,0.994028,-1.219407,6.066317,0.344652,1.193382
22.398460,1778659251.169788,1778659250.942225,1,0.008996,0.994292,-1.218101,6.068729,0.342611,1.192887
22.482564,1778659251.253890,1778659251.041945,1,0.008820,0.994263,-1.223966,6.065419,0.349982,1.192083
22.586279,1778659251.357606,1778659251.142259,1,0.009133,0.994031,-1.220682,6.069025,0.343093,1.194343
22.685876,1778659251.457200,1778659251.242306,1,0.009007,0.994083,-1.219326,6.069644,0.344829,1.194198
22.789262,1778659251.560590,1778659251.341958,1,0.008718,0.994112,-1.223689,6.067656,0.340558,1.194435
22.881894,1778659251.653223,1778659251.446447,1,0.008864,0.994311,-1.220644,6.070689,0.339421,1.193650
22.998763,1778659251.770094,1778659251.542050,1,0.008983,0.993988,-1.230115,6.066802,0.345353,1.193820
23.086854,1778659251.858180,1778659251.642029,1,0.008913,0.994073,-1.234565,6.064749,0.350702,1.192639
23.177322,1778659251.948645,1778659251.741940,1,0.008543,0.994462,-1.239373,6.071117,0.344304,1.191160
23.276397,1778659252.047721,1778659251.842167,1,0.008562,0.994302,-1.233244,6.072130,0.342308,1.191957
23.385684,1778659252.157013,1778659251.941955,1,0.008725,0.994308,-1.243845,6.070940,0.343479,1.190337
23.490423,1778659252.261748,1778659252.041954,1,0.008764,0.994220,-1.237646,6.072225,0.346279,1.191606
23.596127,1778659252.367450,1778659252.141951,1,0.008795,0.994290,-1.234960,6.070506,0.341839,1.192251
23.698532,1778659252.469862,1778659252.241944,1,0.008639,0.994083,-1.232916,6.066769,0.345050,1.192512
23.787894,1778659252.559222,1778659252.341934,1,0.008677,0.994095,-1.234574,6.065144,0.349415,1.192412
23.876235,1778659252.647564,1778659252.446402,1,0.008873,0.994262,-1.240161,6.070798,0.343062,1.189331
23.979862,1778659252.751188,1778659252.541970,1,0.008240,0.994736,-1.232993,6.067596,0.346193,1.191994
24.095852,1778659252.867207,1778659252.642443,1,0.008606,0.994414,-1.232654,6.069774,0.345451,1.190032
24.195617,1778659252.966944,1778659252.742303,1,0.008621,0.994510,-1.225526,6.062108,0.342189,1.191911
24.272309,1778659253.043643,1778659252.842033,1,0.008380,0.994567,-1.226098,6.062643,0.342266,1.191981
24.382491,1778659253.153814,1778659252.942282,1,0.008881,0.994032,-1.220905,6.066307,0.341810,1.193654
24.479090,1778659253.250416,1778659253.042091,1,0.008653,0.994265,-1.230590,6.067115,0.345472,1.190279
24.578925,1778659253.350253,1778659253.142145,1,0.008529,0.994437,-1.226839,6.064962,0.346673,1.192007
24.701854,1778659253.473179,1778659253.241992,1,0.008486,0.994428,-1.225909,6.069427,0.345653,1.191938
24.817393,1778659253.588718,1778659253.341970,1,0.008513,0.994326,-1.226247,6.068357,0.348488,1.192135
24.909061,1778659253.680398,1778659253.446417,1,0.008846,0.994140,-1.226551,6.072684,0.341192,1.191024
24.994741,1778659253.766066,1778659253.542367,1,0.008154,0.994643,-1.226593,6.063267,0.347258,1.193219
25.097382,1778659253.868709,1778659253.642161,1,0.008341,0.994383,-1.219820,6.066217,0.348059,1.195626
25.184984,1778659253.956309,1778659253.741997,1,0.008355,0.994448,-1.231283,6.070890,0.342703,1.193702
25.285383,1778659254.056706,1778659253.841989,1,0.008973,0.993996,-1.233005,6.066834,0.348845,1.193489
25.376967,1778659254.148291,1778659253.942178,1,0.008841,0.993582,-1.231960,6.071109,0.343746,1.194739
25.479308,1778659254.250635,1778659254.042268,1,0.008847,0.993931,-1.230121,6.068847,0.342685,1.195220
25.589504,1778659254.360837,1778659254.142261,1,0.008579,0.993932,-1.236473,6.068921,0.343207,1.192370
25.683180,1778659254.454521,1778659254.241992,1,0.008813,0.993751,-1.239844,6.069331,0.346630,1.190688
25.790483,1778659254.561807,1778659254.341995,1,0.008825,0.993739,-1.237829,6.065181,0.344017,1.192231
25.870286,1778659254.641612,1778659254.446769,1,0.008671,0.994323,-1.243744,6.074441,0.341563,1.188045
25.983107,1778659254.754431,1778659254.542040,1,0.008298,0.994798,-1.238398,6.065714,0.350421,1.189954
26.080574,1778659254.851900,1778659254.642530,1,0.008800,0.994085,-1.238614,6.071146,0.349030,1.188986
26.196545,1778659254.967890,1778659254.742005,1,0.008608,0.994320,-1.230444,6.068801,0.346936,1.191945
26.275646,1778659255.046972,1778659254.842257,1,0.008696,0.994500,-1.231764,6.063309,0.345993,1.190817
26.391728,1778659255.163053,1778659254.942020,1,0.008788,0.994358,-1.231778,6.066415,0.345590,1.191395
26.500840,1778659255.272167,1778659255.042027,1,0.008703,0.994332,-1.228179,6.064157,0.348667,1.191992
26.586524,1778659255.357851,1778659255.142004,1,0.008736,0.994502,-1.226285,6.063924,0.348613,1.193105
26.674758,1778659255.446084,1778659255.242013,1,0.009005,0.994185,-1.224375,6.067677,0.341279,1.190698
