wall_time,ros_time,tf_map__odom_stamp,tf_map__odom_x,tf_map__odom_y,tf_map__odom_z,tf_map__odom_yaw,tf_odom__base_footprint_stamp,tf_odom__base_footprint_x,tf_odom__base_footprint_y,tf_odom__base_footprint_z,tf_odom__base_footprint_yaw,tf_map__base_footprint_stamp,tf_map__base_footprint_x,tf_map__base_footprint_y,tf_map__base_footprint_z,tf_map__base_footprint_yaw,tf_map_ground__base_footprint_stamp,tf_map_ground__base_footprint_x,tf_map_ground__base_footprint_y,tf_map_ground__base_footprint_z,tf_map_ground__base_footprint_yaw,tf_odom_ground__base_footprint_stamp,tf_odom_ground__base_footprint_x,tf_odom_ground__base_footprint_y,tf_odom_ground__base_footprint_z,tf_odom_ground__base_footprint_yaw,status_stamp,status_converged,status_error,status_inlier,status_rel_x,status_rel_y,status_rel_yaw,hdl_odom_stamp,hdl_odom_x,hdl_odom_y,hdl_odom_z,hdl_odom_yaw,hdl_odom_vx,hdl_odom_vy,hdl_odom_wz,fastlio_odom_stamp,fastlio_odom_x,fastlio_odom_y,fastlio_odom_z,fastlio_odom_yaw,fastlio_odom_vx,fastlio_odom_vy,fastlio_odom_wz,robot_realpose_stamp,robot_realpose_x,robot_realpose_y,robot_realpose_z,robot_realpose_yaw,cmd_vx,cmd_vy,cmd_wz,plan_n,plan_len,local_plan_n,local_plan_len,goal_x,goal_y,goal_yaw,topic_fast_lio_cloud_registered_count,topic_fast_lio_cloud_registered_hz,topic_fast_lio_cloud_registered_stamp,topic_fast_lio_cloud_registered_age,topic_airy_points_filtered_count,topic_airy_points_filtered_hz,topic_airy_points_filtered_stamp,topic_airy_points_filtered_age,topic_airy_points_count,topic_airy_points_hz,topic_airy_points_stamp,topic_airy_points_age,topic_imu_standard_count,topic_imu_standard_hz,topic_imu_standard_stamp,topic_imu_standard_age,topic_airy_imu_count,topic_airy_imu_hz,topic_airy_imu_stamp,topic_airy_imu_age
4.446371,1778663560.787239,,,,,,1778663560.7128584,-0.07388782129917315,0.010352494931591405,-1.2289662188253812,-0.001317631281483476,,,,,,,,,,,1778663560.7128584,-0.07388782129917315,0.010352494931591405,-0.013966218825381072,-0.001317631281483476,,,,,,,,,,,,,,,,1778663560.7123141,0.007712273354019165,0.013902959477544429,0.002899758830661523,0.0011961440550509442,0.0,0.0,0.0,,,,,,,,,,,,,,,,33,10.022329069801305,1778663560.5900776,0.1323096752166748,35,10.055363102701804,1778663560.7219915,0.05065631866455078,33,9.994662869891444,1778663560.5900776,0.1064293384552002,485,201.39922461636564,1778663560.782498,0.0008592605590820312,661,200.45172445763913,1778663560.782498,0.00047397613525390625
4.646382,1778663560.987247,,,,,,1778663560.9167752,-0.07325815853576967,0.011636062379114964,-1.2289120239114204,-0.001462168500711785,,,,,,,,,,,1778663560.9167752,-0.07325815853576967,0.011636062379114964,-0.013912023911420324,-0.001462168500711785,,,,,,,,,,,,,,,,1778663560.9166734,0.008909381886340611,0.01385147216020365,0.0022270330236443584,0.001133481995259604,0.0,0.0,0.0,,,,,,,,,,,,,,,,35,10.011011342407148,1778663560.7900248,0.13576793670654297,36,10.040502444249807,1778663560.826565,0.05067849159240723,35,9.992015571156701,1778663560.7900248,0.10748410224914551,525,198.50483779061292,1778663560.982496,0.004296302795410156,701,199.4134986592625,1778663560.982496,0.0008533000946044922
4.846342,1778663561.187209,,,,,,1778663561.110675,-0.0739869606744048,0.01167415938450711,-1.228027992587015,-0.0014419953691212214,,,,,,,,,,,1778663561.110675,-0.0739869606744048,0.01167415938450711,-0.013027992587014925,-0.0014419953691212214,,,,,,,,,,,,,,,,1778663561.1105814,0.00887753460619325,0.012990735075326307,0.0025611827764809446,0.001075204024188643,0.0,0.0,0.0,,,,,,,,,,,,,,,,37,10.03780883915169,1778663560.9901175,0.12584352493286133,39,10.023767837654553,1778663561.131769,0.05059099197387695,37,9.999780394820442,1778663560.9901175,0.10471820831298828,565,200.23583532011065,1778663561.182499,0.0004239082336425781,741,200.0589544457662,1778663561.182499,0.0002276897430419922
5.052591,1778663561.393460,,,,,,1778663561.3211548,-0.07397896091213085,0.011378946234446685,-1.2290828196681312,-0.0014512392957515836,,,,,,,,,,,1778663561.3211548,-0.07397896091213085,0.011378946234446685,-0.014082819668131075,-0.0014512392957515836,,,,,,,,,,,,,,,,1778663561.3209965,0.00861891541581328,0.01402786833195715,0.0028533856010773385,0.001105507145660858,0.0,0.0,0.0,,,,,,,,,,,,,,,,39,9.9926008251831,1778663561.1900346,0.14230966567993164,40,10.033060588507622,1778663561.2277954,0.05072951316833496,39,9.989470613102787,1778663561.1900346,0.10877394676208496,605,200.1200442388785,1778663561.382272,0.0005354881286621094,781,200.07460515080828,1778663561.382272,0.00028395652770996094
5.246269,1778663561.587132,,,,,,1778663561.5128508,-0.07504686227620772,0.011548714453995634,-1.2288298740553099,-0.0013801547337843037,,,,,,,,,,,1778663561.5128508,-0.07504686227620772,0.011548714453995634,-0.013829874055309777,-0.0013801547337843037,,,,,,,,,,,,,,,,1778663561.5127335,0.008652311467597646,0.013790287036046534,0.003664701859208406,0.0009893970354870668,0.0,0.0,0.0,,,,,,,,,,,,,,,,41,10.023218534297762,1778663561.3900356,0.13022518157958984,43,10.054990443633994,1778663561.5177884,0.050618886947631836,41,10.002877347831763,1778663561.3900356,0.10361075401306152,645,200.14028845979496,1778663561.5823,0.0011703968048095703,821,200.583246535001,1778663561.5823,0.0003819465637207031
5.446277,1778663561.787141,,,,,,1778663561.713212,-0.07447537135826737,0.010281147784538758,-1.2294510339345281,-0.0012679094509138236,,,,,,,,,,,1778663561.713212,-0.07447537135826737,0.010281147784538758,-0.014451033934528068,-0.0012679094509138236,,,,,,,,,,,,,,,,1778663561.7131367,0.0073305468849213995,0.014401731482812806,0.0032610008567208856,0.0009380196786718672,0.0,0.0,0.0,,,,,,,,,,,,,,,,43,10.019104693158862,1778663561.5900486,0.13148188591003418,45,10.05230681476262,1778663561.7172906,0.051186323165893555,43,10.001451612170651,1778663561.5900486,0.10414433479309082,685,199.3825957409184,1778663561.782303,0.0013184547424316406,861,200.0372002163336,1778663561.782303,0.000553131103515625
5.649535,1778663561.990403,,,,,,1778663561.9128382,-0.07405399803103285,0.010480446996258497,-1.2296246694532627,-0.001248439246061663,,,,,,,,,,,1778663561.9128382,-0.07405399803103285,0.010480446996258497,-0.014624669453262573,-0.001248439246061663,,,,,,,,,,,,,,,,1778663561.9127584,0.0077922057735426665,0.014573190609513243,0.002866378891562224,0.0011527841164079792,0.0,0.0,0.0,,,,,,,,,,,,,,,,45,10.018045353589885,1778663561.7904155,0.131195068359375,46,10.056098659305338,1778663561.8158233,0.05044960975646973,45,9.996885056504937,1778663561.7904155,0.10576701164245605,724,200.78354479340996,1778663561.9773638,0.0006082057952880859,900,200.78027689777224,1778663561.9773638,0.00033092498779296875
5.846434,1778663562.187303,,,,,,1778663562.1091506,-0.07420232055758991,0.011920911820875846,-1.2288242530775033,-0.001387818119171487,,,,,,,,,,,1778663562.1091506,-0.07420232055758991,0.011920911820875846,-0.013824253077503235,-0.001387818119171487,,,,,,,,,,,,,,,,1778663562.1090543,0.00905667537083789,0.013789455958951343,0.0027373785185863383,0.0010164163262217042,0.0,0.0,0.0,,,,,,,,,,,,,,,,47,10.024544335431596,1778663561.9900546,0.128218412399292,49,10.040750787369177,1778663562.121494,0.05040454864501953,47,9.996371860421752,1778663561.9900546,0.1064152717590332,765,200.01220777635353,1778663562.1823158,0.0008525848388671875,941,199.9914172994819,1778663562.1823158,0.0004279613494873047
6.046425,1778663562.387293,,,,,,1778663562.3118804,-0.07437847643807438,0.012081672193311022,-1.2280765193586523,-0.0013951015991343738,,,,,,,,,,,1778663562.3118804,-0.07437847643807438,0.012081672193311022,-0.013076519358652172,-0.0013951015991343738,,,,,,,,,,,,,,,,1778663562.3117735,0.009176971846021509,0.013034347484920314,0.0030406653961217024,0.0009833952166073978,0.0,0.0,0.0,,,,,,,,,,,,,,,,49,10.016979946595104,1778663562.1914556,0.12994384765625,51,10.012418413894835,1778663562.3338878,0.051279306411743164,49,9.986098785829947,1778663562.1914556,0.11002922058105469,805,198.4402233875653,1778663562.384794,0.0008077621459960938,981,198.09663430157815,1778663562.384794,0.0008897781372070312
6.246376,1778663562.587244,,,,,,1778663562.5204587,-0.07470899634733041,0.010553629858303104,-1.2283332314383153,-0.0013242271073330143,,,,,,,,,,,1778663562.5204587,-0.07470899634733041,0.010553629858303104,-0.013333231438315218,-0.0013242271073330143,,,,,,,,,,,,,,,,1778663562.5202553,0.007731941502141836,0.013288923580837863,0.003404241821670016,0.0010475199407580526,0.0,0.0,0.0,,,,,,,,,,,,,,,,51,9.997277047801159,1778663562.3910785,0.13982510566711426,53,9.998619746963145,1778663562.5304265,0.05060744285583496,51,9.998328011687423,1778663562.3910785,0.10457086563110352,845,202.93710083220438,1778663562.582382,0.0006361007690429688,1021,202.46063068142325,1778663562.582382,0.0003788471221923828
